"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
98,3/31/2022 0:00:00,54,5/18/2022 12:01:58 AM,0,1752,0,14568970,0,12609533,12609533,0,0,0,0,263,3699942,18,177913,0,0,0,0,0,0,0,0,1328,2000,0,-2101,0,1501,0,0,0,0,0,0,0,529,368,541,0,367,0,0,0,0,42347,0,0,0,0,0,0,0,11759309,159928,0,0,67317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113900,0,0,0,0,4053,0,0,479630,0,167312,328247,0,0,1708037,0,0,31,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,8808,14655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3/31/2022 0:00:00,57,4/29/2022 5:09:37 AM,158596,24733,0,76137597,0,65034519,65034519,0,78278,31379,18438,7326,23712405,123,1710734,185803,0,0,0,0,0,0,0,5776,20000,0,24,0,43325,0,0,0,0,0,0,1137,1136,433,539,33143,43504,0,0,0,60775,0,0,0,0,0,0,0,0,23354025,0,0,0,516293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610699,0,0,0,0,136845,0,0,8382895,3800293,7012279,8942651,17350074,0,10905458,0,0,5453,0,0,0,0,0,0,0,0,0,99064,0,37205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50743,67741,2852184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,3/31/2022 0:00:00,58,5/24/2022 12:02:01 AM,595645,36780,0,45675159,0,36867389,36867389,0,3053,0,16164,1363,14691209,160,1393337,38724,0,0,0,0,0,0,0,4011,25000,0,7500,0,21060,0,0,0,0,0,0,1250,1400,399,399,2970,994,0,0,0,0,121225,0,0,0,0,0,0,0,14002399,815310,0,0,293362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316710,0,0,0,0,283819,0,0,4646506,3569811,213383,5525132,8386552,0,7548249,0,0,361,0,0,0,0,0,0,0,0,0,158598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3/31/2022 0:00:00,59,4/5/2022 12:01:45 AM,1473370,28697,0,32819362,0,27777557,27777557,0,0,0,0,82,22235970,3,1444000,0,0,0,0,0,0,0,0,507,1500,0,4257,0,56167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19730859,507605,0,0,88110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213561,0,0,0,0,113405,0,0,76522,173241,6410383,6957534,0,0,4324613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3/31/2022 0:00:00,62,4/21/2022 5:01:19 AM,0,0,0,121165892,0,105086764,105086764,0,38462,15858,5053,1250,16474449,39,834788,86066,0,0,0,0,0,0,0,4016,15000,0,10000,0,200251,0,0,0,0,0,0,1199,1084,463,591,7825,4703,0,0,0,0,2011698,0,0,0,0,0,0,0,52037974,1500000,0,0,353261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992303,0,0,0,0,33043,0,0,4465266,6362811,32438108,38525083,0,0,19546743,0,0,81,0,0,0,0,0,0,0,0,0,702296,0,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15326,199029,3455360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3/31/2022 0:00:00,63,5/13/2022 12:03:40 AM,409405,55308,0,130933155,0,121491230,121491230,0,63661,0,0,3422,40129585,181,4012809,104549,0,0,0,0,0,0,0,9322,20000,0,43318,0,46195,0,0,0,0,0,0,899,1122,429,536,44399,5651,0,0,0,0,0,0,0,0,0,0,0,0,82470610,1019336,0,0,836944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139072,0,0,0,0,316923,0,0,17553923,1784338,4049498,6945895,12527253,0,8822694,0,0,869,0,0,0,0,0,0,0,0,0,235120,0,6609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133600,77744,2299745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3/31/2022 0:00:00,69,4/23/2022 12:02:08 AM,0,5472,0,1146165,0,959453,959453,0,0,3355,7144,40,230624,7,39900,10499,0,0,0,0,0,0,0,156,500,0,17600,0,222,0,0,0,0,0,0,0,2828,884,632,24152,1696,0,0,0,-9333,9901,0,0,0,0,0,0,0,949552,0,0,0,12431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8256,0,0,0,0,4129,0,0,0,0,0,0,0,0,191916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2022 0:00:00,70,5/24/2022 12:02:24 AM,195278,684658,0,84594345,0,76811113,76811113,0,79944,158050,14871,3191,47230555,101,2720070,321908,0,0,0,0,0,0,0,6118,750000,0,0,0,32809,0,0,0,0,0,0,1280,1350,350,500,663,5137,0,0,0,0,506332,0,0,0,0,0,0,0,42746429,0,0,0,626905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738916,0,0,0,0,467763,0,0,13867950,1818660,9818546,13365272,3990013,0,7311094,0,0,958,0,0,0,0,0,0,0,0,0,31394,0,0,0,0,0,0,0,0,0,0,0,0,115748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120368,19892,245488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3/31/2022 0:00:00,72,5/17/2022 12:01:39 AM,217876,73817,0,45166927,0,42377993,42377993,0,39096,11556,0,2172,25590904,123,2878929,125566,0,0,0,0,0,0,0,9460,107848,0,-2681,0,6143,0,0,0,0,0,0,990,1200,354,492,20158,8836,0,0,0,11988,2566,0,0,0,0,0,0,0,27862733,0,0,0,350627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374526,0,0,0,0,118738,60000,0,12747886,1111086,384407,615365,0,0,2883249,0,0,908,0,0,0,0,0,0,0,0,0,164735,0,29635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44145,18709,45387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,3/31/2022 0:00:00,74,5/19/2022 6:21:18 PM,0,285,0,6305675,0,5858348,5858348,0,0,0,0,225,3553919,15,428215,0,0,0,0,0,0,0,0,370,500,0,600,0,14189,0,0,0,0,0,0,0,1800,250,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858348,76358,0,0,11012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51948,0,0,0,0,2865,0,0,0,0,0,0,0,0,368104,0,0,84,0,0,0,0,0,0,0,0,0,67883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5481,0,-1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3/31/2022 0:00:00,75,4/8/2022 12:01:34 AM,0,4424,0,1622144,0,1484315,1484315,0,0,0,0,47,729341,4,70500,0,0,0,0,0,0,0,0,122,185,0,0,0,2576,0,0,0,0,0,0,0,850,250,300,0,0,0,0,0,1390,0,0,0,0,0,0,0,0,1484315,14148,0,0,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14232,0,0,0,0,230,0,0,0,0,0,0,0,0,122061,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3/31/2022 0:00:00,77,4/30/2022 5:19:08 AM,4228690,513139,0,437077105,0,398270407,398270407,0,382455,491269,0,17384,252040129,731,19883815,1179565,0,0,0,0,0,0,0,23593,1000000,0,124998,14666,212957,0,0,0,0,0,0,1136,1077,276,397,281098,104528,0,0,0,0,0,0,0,0,0,0,0,0,142769845,0,0,0,3218926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6076116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3522589,0,0,0,0,6886265,0,0,91813216,9322895,18854379,34878425,113529078,0,35543022,0,0,1517,0,0,0,0,0,0,0,0,0,557989,0,89381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996882,225413,26800960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3/31/2022 0:00:00,78,5/13/2022 12:03:41 AM,12467981,2214495,0,937567318,15000000,812543064,812543064,0,941201,350184,126640,36961,649177799,1296,48635913,3524503,0,0,0,0,0,0,0,60298,200000,0,334128,140674,804160,0,0,0,0,0,0,1190,749,264,284,747030,362034,0,0,0,0,0,0,0,0,0,0,0,0,285887359,0,0,0,7721608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5018463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6662919,0,0,0,0,9736697,15000000,0,191149879,19451102,57152471,124100567,178595262,0,109054676,0,0,3808,0,0,0,0,0,0,0,0,0,10329584,0,259838,0,0,0,0,0,0,0,0,0,0,106502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854195,347935,32398386,0,0,0,0,0,742675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3/31/2022 0:00:00,80,4/27/2022 5:04:55 AM,0,635,0,482743,0,385138,385138,0,0,0,0,13,64972,1,7941,0,0,0,0,0,0,0,0,83,200,0,0,0,397,0,0,0,0,0,0,0,1100,0,590,0,0,0,0,0,-4381,0,0,0,0,0,0,0,0,385138,48730,0,0,5678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685,0,0,0,0,0,0,0,0,0,0,0,0,0,53256,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2022 0:00:00,83,5/13/2022 12:03:42 AM,39442928,3012944,0,1969523098,45595102,1601855220,1662551410,0,4036343,651274,187335,60618,1379404901,6231,238316399,7536689,0,0,0,0,0,0,0,110978,776978,0,1593367,91327,954706,0,0,0,0,0,7351,1695,1059,329,309,1236153,322287,0,0,0,0,7853332,0,0,0,0,0,0,0,491615452,0,0,0,17363060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15184652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14507679,0,0,0,0,32948855,49273267,60696190,557223913,33207827,61010311,81418800,423075535,0,243915121,0,0,18995,0,0,0,0,0,0,0,0,0,9170722,0,327493,0,0,0,0,0,0,0,0,0,0,201170335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4466352,1523019,28648580,0,0,0,0,0,35648741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,3/31/2022 0:00:00,85,4/23/2022 5:01:34 AM,8542658,229936,0,194484125,0,178721080,178721080,0,92419,26370,0,4855,83982014,212,7928297,171153,0,0,0,0,0,0,0,13272,1900000,0,64062,0,67341,0,0,0,0,0,0,1055,1057,248,332,86266,14984,0,0,0,0,0,0,0,0,0,0,0,0,82759543,4317969,0,0,1321563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600548,0,0,0,0,1774341,0,0,44338099,6354431,14024769,18447875,25114206,0,9670735,0,0,455,0,0,0,0,0,0,0,0,0,242768,0,73067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224845,71527,2071704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3/31/2022 0:00:00,87,4/30/2022 5:09:06 AM,16603377,1295238,0,572611935,0,506786520,506886520,0,201823,0,0,18876,312177874,2054,69132524,462762,0,0,0,0,0,0,0,35047,247469,0,0,10350,444647,0,0,0,0,0,1,1154,716,313,383,36590,40659,0,0,0,0,0,0,0,0,0,0,0,0,143497202,0,0,0,4574134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3812620,0,0,0,0,12694468,2000000,100000,129297153,30239244,36312765,57800023,144959741,0,49455949,0,0,6878,0,0,0,0,0,0,0,0,0,754003,0,4758,0,0,0,0,0,0,0,0,0,0,57483250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840630,343675,13066022,0,0,0,0,0,9701124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,3/31/2022 0:00:00,88,5/17/2022 12:01:40 AM,464079,311771,0,43208966,0,39909163,39909163,0,0,20781,1918,1251,23312620,196,3832167,42595,0,0,0,0,0,0,0,5453,10000,0,0,10,8309,0,0,0,0,0,0,0,1006,342,406,9871,8148,0,0,0,0,1464956,0,0,0,0,0,0,0,29383649,1198044,0,0,314653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353699,0,0,0,0,277764,0,0,6771107,281476,109000,109000,1898975,0,1823984,0,0,525,0,0,0,0,0,0,0,0,0,37792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48955,13261,382279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3/31/2022 0:00:00,89,5/1/2022 12:01:48 AM,0,0,0,2205822,0,1470938,1470938,0,30372,27711,13693,110,610946,11,96000,86964,0,0,0,0,0,0,0,325,1000,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470938,61913,0,0,24692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14383,0,0,0,0,-12202,0,0,0,0,0,0,0,0,680155,0,0,0,0,0,0,0,0,0,0,0,0,38325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3/31/2022 0:00:00,91,5/19/2022 12:02:50 AM,7267198,1206406,0,494332127,0,438676828,438677854,0,905546,269482,762422,23136,283284953,1861,36648614,3007135,0,0,0,0,0,0,0,35912,4417551,0,189278,0,344290,0,0,0,0,0,1,1076,1100,356,537,287764,119781,0,0,0,1827894,0,0,0,0,0,0,0,0,222497085,0,0,0,4281788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342338,0,0,0,0,7870307,0,1026,102849032,6588628,31685146,57700325,47561131,0,40204757,0,0,4112,0,0,0,0,0,0,0,0,0,2274461,0,81448,0,0,0,0,0,0,0,0,0,0,23564910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707237,64708,4021530,0,0,0,0,0,511544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3/31/2022 0:00:00,92,5/12/2022 12:01:39 AM,23903894,1279015,0,1619798908,0,1394695682,1394695682,0,195742,5689,0,46881,636454283,18713,83286460,317298,0,0,0,0,0,0,0,88615,450000,0,258490,0,332072,0,0,0,0,0,0,975,999,339,249,356428,121580,0,0,0,0,55461,0,0,0,0,0,0,0,904647515,0,0,0,9405786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12238483,0,0,0,0,14639452,0,0,321371304,72260488,64263542,82839697,8104798,0,241580353,0,0,6573,0,0,0,0,0,0,0,0,0,959513,0,53539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419559,1924412,38822468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
