"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
5641,3/31/2022 0:00:00,2458,4/28/2022 5:05:48 AM,0,21337,0,56196120,0,48387694,48387694,0,6831,48878,104517,626,11803359,24,588801,160226,0,0,0,0,0,0,0,2639,4000,0,0,0,11277,0,0,0,0,0,0,0,1000,245,295,1222,9364,0,0,0,0,0,0,0,0,0,0,0,0,25611958,1441781,0,0,285908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481784,0,0,0,0,107071,0,0,11371152,905743,2451586,3057903,7193875,0,8298597,0,0,178,0,0,0,0,0,0,0,0,0,109469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20752,55855,98661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5648,3/31/2022 0:00:00,2461,5/13/2022 12:04:28 AM,8464172,1687552,0,1241808676,100000000,994949680,994949680,0,263208,124812,0,31635,641534586,2587,62163905,1225521,0,0,0,0,0,0,0,49203,721111,0,450844,162001,1285814,0,0,0,0,0,0,1171,1194,428,457,578612,151959,0,0,0,2868070,2321193,0,0,0,0,0,0,0,330296291,0,0,0,7408686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6139661,0,0,0,0,17419868,100000000,0,134545686,17828608,319065050,374429829,135528073,0,163575500,0,0,9973,0,0,0,0,0,0,0,0,0,5120258,0,110724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773614,791960,18954139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5652,3/31/2022 0:00:00,2463,5/13/2022 12:04:30 AM,6208155,940007,0,368915204,0,324839596,324839596,0,0,0,0,10391,179331392,703,19139824,86171,0,0,0,0,0,0,0,16525,108000,0,14295,106,53996,0,0,0,0,0,0,990,506.21,318.14,374.44,5483,1450,0,0,0,1341580,336819,0,0,0,0,0,0,0,112753168,0,0,0,1803144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881186,0,0,0,0,1398961,0,0,80692401,12795813,11405399,16491471,100426606,0,45375632,0,0,2958,0,0,0,0,0,0,0,0,0,114564,0,4495,0,0,0,0,0,0,0,0,0,0,12712199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363955,243238,5654460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5655,3/31/2022 0:00:00,2465,4/26/2022 5:00:31 AM,0,0,0,261549,0,204435,204435,0,0,0,0,1,122,1,600,0,0,0,0,0,0,0,0,70,140,0,-16,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,-1559,0,0,0,0,0,0,0,0,204435,28879,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,29794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,3/31/2022 0:00:00,2467,5/13/2022 12:04:31 AM,1471204,138829,0,138749065,0,122716018,122716018,0,10699,11342,84638,3938,32646855,414,3142266,160759,0,0,0,0,0,0,0,11020,26100,0,0,0,25409,0,0,0,0,0,0,999,675,225,225,4945,7414,0,0,0,-47425,1950984,0,0,0,0,0,0,0,87966472,21550,0,0,678854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149821,0,0,0,0,800722,0,0,21729489,6419097,2943322,4517980,0,0,15258200,0,0,1019,0,0,0,0,0,0,0,0,0,183532,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57881,18689,800436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5665,3/31/2022 0:00:00,2471,4/28/2022 5:01:45 AM,3832848,545973,0,63967669,2000000,54805929,56049833,0,88842,71848,35103,8439,55441530,2395,7877425,335846,0,0,0,0,0,0,0,2841,7000,0,60000,590,33057,0,0,0,0,0,5,1521,783,296,614,114646,60113,0,0,0,133262,0,0,0,0,0,0,0,0,24796366,640292,0,0,508124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492292,0,0,0,0,735839,2000000,1243904,6077905,2013173,6404612,21918485,0,0,4387154,0,0,714,0,0,0,0,0,0,0,0,0,280013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452450,0,1100184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5684,3/31/2022 0:00:00,2481,5/13/2022 12:04:32 AM,1064534,25865,0,57582673,0,53216848,53216848,0,0,0,20469,1433,17108289,51,1356962,54071,0,0,0,0,0,0,0,3849,175000,0,0,62,23067,0,0,0,0,0,0,996,1099,474,524,19276,4917,0,0,0,0,973352,0,0,0,0,0,0,0,30116516,0,0,0,348513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466721,0,0,0,0,202992,0,0,9849059,4948816,6851436,7329105,0,0,4162833,0,0,361,0,0,0,0,0,0,0,0,0,79890,0,2771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38702,54136,1370735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5686,3/31/2022 0:00:00,2483,4/22/2022 5:01:36 AM,13130,8823,0,13642664,0,10855244,10855244,0,0,25628,0,915,9939230,129,1460808,33349,0,0,0,0,0,0,0,1396,1450,0,9000,0,8880,0,0,0,0,0,0,0,1200,490,590,13132,381,0,0,0,65488,0,0,0,0,0,0,0,0,5233493,0,0,0,93635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107104,0,0,0,0,37731,0,0,0,1452427,4169324,4169324,0,0,2684201,0,0,188,0,0,0,0,0,0,0,0,0,862176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29100,309,27878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5713,3/31/2022 0:00:00,2493,4/15/2022 5:01:14 AM,412475,253,0,15290354,0,13693732,13693732,0,4513,0,0,831,7557583,111,1004236,31191,0,0,0,0,0,0,0,2838,6000,0,0,0,15974,0,0,0,0,0,0,0,1195,399,595,3984,2001,0,0,0,0,297623,0,0,0,0,0,0,0,12193203,0,0,0,155529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110256,0,0,0,0,33223,0,0,452152,0,750754,750754,0,0,1546639,0,0,205,0,0,0,0,0,0,0,0,0,5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5718,3/31/2022 0:00:00,2494,5/1/2022 5:00:53 AM,8738963,3843256,0,332801335,0,304732433,304732433,0,410679,0,0,15120,122706837,818,16763624,1193923,0,0,0,0,0,0,0,28907,358000,0,-200000,0,66343,0,0,0,0,0,0,1096,1245,587,694,298912,57143,0,0,0,1069364,0,0,0,0,0,0,0,0,192759961,0,0,0,2861614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815031,0,0,0,0,5527549,0,0,65240912,13231487,14870372,15739183,17152075,0,29497689,0,0,4809,0,0,0,0,0,0,0,0,0,1986623,0,49716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405066,267928,4688644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5721,3/31/2022 0:00:00,2495,4/29/2022 5:06:19 AM,3188634,105783,0,105363214,0,91330044,91330044,0,47618,13708,0,2384,62769767,845,4882972,68634,0,0,0,0,0,0,0,4443,30000,0,-3300,1,90998,0,0,0,0,0,0,990,1390,439,489,4412,1777,0,0,0,106768,277541,0,0,0,0,0,0,0,31128670,1266578,0,0,626977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796466,0,0,0,0,390158,0,0,16102314,5645846,4791956,12389454,23088367,0,12228739,0,0,658,0,0,0,0,0,0,0,0,0,461061,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106560,9826,117746,0,0,0,0,0,39312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5732,3/31/2022 0:00:00,2500,4/29/2022 5:04:21 AM,115701,41900,0,27371940,0,25121902,25121902,0,7260,0,0,969,9383470,18,339071,8636,0,0,0,0,0,0,0,2005,100000,0,-2375,0,1210,0,0,0,0,0,0,820,493,420,527,0,0,0,0,0,10269,0,0,0,0,0,0,0,0,14472407,0,0,0,158386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218894,0,0,0,0,123682,0,0,7026225,8145,393827,546882,3064448,0,2116087,0,0,47,0,0,0,0,0,0,0,0,0,3071,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29768,17684,12786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,3/31/2022 0:00:00,2503,4/8/2022 12:01:49 AM,0,11995,0,54782939,0,50228185,50228185,0,0,0,0,655,37038398,23,1180862,0,0,0,0,0,0,0,0,1458,5200,0,9000,0,92161,0,0,0,0,0,0,775,999,525,525,0,2696,0,0,0,0,0,0,0,0,0,0,0,0,11509017,826780,0,0,267063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472202,0,0,0,0,35420,0,0,5615454,1922405,15785446,22084529,8101914,0,3619266,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71743,7330,41531,0,0,0,0,0,479439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5741,3/31/2022 0:00:00,2507,4/29/2022 5:08:34 AM,1675485,126433,0,34593966,0,30079175,30079175,0,23344,6429,68844,920,14239408,32,1257057,99676,0,0,0,0,0,0,0,2491,75000,0,0,0,19257,0,0,0,0,0,0,990,879,335,433,901,1195,0,0,0,0,0,0,0,0,0,0,0,0,13138404,483668,0,0,218311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268020,0,0,0,0,93556,0,0,5321342,61253,1525282,3537075,8021101,0,4039848,0,0,143,0,0,0,0,0,0,0,0,0,16775,0,8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24310,29054,1192935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5748,3/31/2022 0:00:00,2511,5/13/2022 12:04:33 AM,1102674,222409,0,125970210,0,115880463,115880463,0,103059,5248,30610,4960,70265139,352,6144145,321844,0,0,0,0,0,0,0,11396,131061,0,10000,0,57717,0,0,0,0,0,0,1290,860,325,580,7941,455,0,0,0,57830,0,0,0,0,0,0,0,0,47417423,0,0,0,943530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030662,0,0,0,0,510279,0,0,28754844,6044011,3258236,10201366,23162106,0,10378294,0,0,1388,0,0,0,0,0,0,0,0,0,674637,0,17637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110097,57831,287852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5754,3/31/2022 0:00:00,2514,4/29/2022 5:02:42 AM,15882575,3289474,0,2334296804,95675,1833170884,1833170884,0,2377143,2383009,9802183,99408,1953704719,5905,267137993,17226829,0,0,0,0,0,0,0,133005,3200000,0,1300000,362944,3885091,0,0,0,0,0,0,824,749,199,365,1507081,497033,0,0,0,0,11081250,0,0,0,0,0,0,0,604968609,15381367,0,0,16821193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16723589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16848893,0,0,0,0,37315570,250095675,0,343234001,36697544,78939694,481841672,255455288,0,200506109,0,0,12351,0,0,0,0,0,0,0,0,0,28563568,0,304234,0,0,0,0,0,0,0,0,0,0,126300944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6939959,446366,85604612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5773,3/31/2022 0:00:00,2526,5/25/2022 12:02:58 AM,83158,76238,0,38169301,0,34457709,34457709,0,8232,29168,100,1528,17226364,72,1844308,53009,0,0,0,0,0,0,0,3690,100000,0,-49484,0,23204,0,0,0,0,0,0,1124,958,199,300,27773,15908,0,0,0,88366,1200816,0,0,0,0,0,0,0,20689361,517642,0,0,289142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316681,0,0,0,0,61134,0,0,5631305,2268394,721360,984178,3683655,0,3321566,0,0,649,0,0,0,0,0,0,0,0,0,344612,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53670,1607,1018076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5780,3/31/2022 0:00:00,2529,5/1/2022 5:01:35 AM,0,1196,0,11073404,0,10028422,10028422,0,0,0,0,130,1568578,22,262879,0,0,0,0,0,0,0,0,476,750,0,580,0,17775,0,0,0,0,0,0,0,1200,443,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028422,117798,0,0,34299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96180,0,0,0,0,7458,0,0,0,0,0,0,0,0,901951,0,0,52,0,0,0,0,0,0,0,0,0,25501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14879,9825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5781,3/31/2022 0:00:00,2530,4/22/2022 5:02:52 AM,0,0,0,5794672,0,4920841,4920841,0,0,1023,0,152,1108533,15,177242,1023,0,0,0,0,0,0,0,772,3854,0,0,0,3366,0,0,0,0,0,0,0,1500,429,619,0,0,0,0,0,7385,0,0,0,0,0,0,0,0,4890841,0,0,0,14885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43774,0,0,0,0,49599,0,0,0,0,30000,30000,0,0,816486,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5785,3/31/2022 0:00:00,2532,5/14/2022 12:03:51 AM,1085573,92736,0,46268032,0,42789866,42789866,0,125841,11572,0,1784,26249860,107,2296632,139774,0,0,0,0,0,0,0,3949,50000,0,15919,0,6647,0,0,0,0,0,0,999,864,237,410,15519,0,0,0,0,0,0,0,0,0,0,0,0,0,29461405,0,0,0,411361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377461,0,0,0,0,-856688,0,0,8308464,0,260837,454902,4565095,0,4437134,0,0,384,0,0,0,0,0,0,0,0,0,301943,0,11783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26043,10468,712048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5797,3/31/2022 0:00:00,2537,4/30/2022 5:23:13 AM,47964188,7989584,0,3152375158,48128997,2718840072,2719095494,0,3458285,2351828,4538301,76671,2336830408,6315,261284825,13966520,0,0,0,0,0,0,0,187984,1355908,0,1000000,458735,2578805,0,0,0,0,0,1,999,799,299,299,967553,438945,0,0,0,5983983,2439702,0,0,0,0,0,0,0,959346790,0,0,0,18427163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26882417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22859023,0,0,0,0,79169599,48128997,255422,684650143,96787943,249179546,366404771,587858739,0,317767201,0,0,29498,0,0,0,0,0,0,0,0,0,19711972,0,174357,0,0,0,0,0,0,0,0,0,0,91804276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051581,477832,49857854,0,0,0,0,0,80905702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
