"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008"
24901,3/31/2022 0:00:00,17243,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,2302841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22949575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28915,28915,24561042,0,-28915,-28915,0,0,0,0,0,1318242,0,399036,399036,0,0,0,0,0,0,0,51627362,370121,370121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51627362,0,0,28915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1640382,330000,0,0,0,1640382,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1640382,330000,149259,46821851,46821851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24902,3/31/2022 0:00:00,21289,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,13294399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52220807,0,0,0,0,0,0,0,8622211,0,0,0,0,0,0,0,0,274338,274338,111028895,0,-274338,-274338,0,0,0,0,0,6592295,0,1121647,1121647,0,0,0,0,0,0,0,146928720,847309,847309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146928720,0,0,274338,134,34193428,3658774,100,10843114,405579,0,0,0,0,0,0,9,165264,0,45201806,4064353,28,1320098,247500,3,27564,0,63,3910747,840199,0,0,0,5258409,1087699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,50460215,5152052,4905840,125925382,130985382,5060000,135,5586446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24903,3/31/2022 0:00:00,20502,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,95017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9926,9926,260891,0,-9926,-9926,0,0,0,0,0,6576,0,4021,4021,0,0,0,0,0,0,0,590298,-5905,-5905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590298,0,0,9926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514565,514565,0,0,0,0,0,1,1400,0,0,0,0,0,0,0,4,21809,0,0,0,0,0,0,0,0
24904,3/31/2022 0:00:00,16682,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,15225342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31457392,0,0,0,0,0,0,0,8258067,0,0,0,0,0,0,0,0,235694,235694,67150602,0,-235694,-235694,0,0,0,0,0,6014040,0,715173,715173,0,0,0,0,0,0,0,96333738,479479,479479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96333738,0,0,235694,66,6368821,3478577,159,12272208,4403507,0,0,0,0,0,0,97,6254054,3318799,24895083,11200883,35,699011,40000,0,0,0,0,0,0,64,2076743,911605,2775754,951605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,27670837,12152488,5985841,68602432,76038804,7436372,28,4022262,0,0,16,2147329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24905,3/31/2022 0:00:00,19698,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,45360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20261,20261,2098784,0,-20261,-20261,0,0,0,0,0,315257,0,49137,49137,0,0,0,0,0,0,0,5827829,28876,28876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5827829,0,0,20261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245528,5245528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24906,3/31/2022 0:00:00,26458,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15070,15070,228039,0,-15070,-15070,0,0,0,0,0,77178,0,19845,19845,0,0,0,0,0,0,0,858519,4775,4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858519,0,0,15070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361141,361141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24908,3/31/2022 0:00:00,15705,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8557072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71919,71919,17833075,0,-71919,-71919,0,0,0,0,0,971374,0,219929,219929,0,0,0,0,0,0,0,28349959,148010,148010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28349959,0,0,71919,11,1797805,0,25,1829900,0,0,0,0,0,0,0,0,4357795,0,7985500,0,0,0,0,0,0,0,0,0,0,0,1362422,0,1362422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9347922,0,5864640,24349166,24349166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24909,3/31/2022 0:00:00,15303,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,45733584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61182864,0,0,0,0,0,0,0,3561937,0,0,0,0,0,0,0,0,398915,398915,116597032,0,-398915,-398915,0,0,0,0,0,16829772,0,1612731,1612731,0,0,0,0,0,0,0,203678776,1213816,1213816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203678776,0,0,398915,323,32363816,1419670,173,9593141,947030,0,0,0,0,0,0,0,0,0,41956957,2366700,1,1907,0,0,0,0,0,0,0,334,10292282,390195,10294189,390195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,52251146,2756895,10971719,184798036,184798036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24910,3/31/2022 0:00:00,26459,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28111,28111,1154612,0,-28111,-28111,0,0,0,0,0,190087,0,6938,6938,0,0,0,0,0,0,0,2198259,-21173,-21173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198259,0,0,28111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935042,1935042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24911,3/31/2022 0:00:00,19732,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,1791123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47295,47295,5173125,0,-47295,-47295,0,0,0,0,0,104266,0,81217,81217,0,0,0,0,0,0,0,11397645,33922,33922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11397645,0,0,47295,9,1761722,139499,23,1365515,3000,0,0,0,0,0,0,0,0,0,3127237,142499,12,369356,102500,0,0,0,0,0,0,17,192689,0,562045,102500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3689282,244999,0,9625385,9625385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24912,3/31/2022 0:00:00,24254,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,22908015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11869979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550044,550044,28693488,0,-550044,-550044,0,0,0,0,0,4692166,0,593788,593788,0,0,0,0,0,0,0,70333338,43744,43744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70333338,0,0,550044,61,6742673,175000,81,5133319,137000,0,0,0,0,0,0,26,1628640,33110,13504632,345110,81,3000975,292997,0,0,0,0,0,0,24,867946,134850,3868921,427847,1,1873,0,0,0,0,0,0,0,0,0,0,1873,0,274,17375426,772957,3700527,62396599,62396599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24914,3/31/2022 0:00:00,17524,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,108732345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821385764,0,0,0,0,0,0,0,90933563,0,0,0,0,0,0,-1174612,0,5491875,5491875,1322978866,-1174612,-5491875,-5491875,0,0,0,0,0,112147224,0,11955161,11955161,0,0,0,0,0,0,0,1715577134,6463286,6463286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11774201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715577134,0,0,5491875,1017,149638974,6072242,1113,114638516,16286551,654,108814754,8190675,0,0,0,156,19818453,2160600,392910697,32710068,631,12360990,1100560,0,0,0,0,0,0,666,9705115,0,22066105,1100560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4237,414976802,33810628,27406436,1371948464,1422905117,50956653,0,0,0,0,0,0,121,0,106,18520172,3087,0,0,0,0,1,168907945,984,0,0,0,0,0
24915,3/31/2022 0:00:00,26460,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,156311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031258,0,0,0,0,0,0,0,0,12953,12953,1018305,0,-12953,-12953,0,0,0,0,0,60962,0,11399,11399,0,0,0,0,0,0,0,2834775,-1554,-1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834775,0,0,12953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169949,1169949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24916,3/31/2022 0:00:00,18774,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,94960962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120343159,0,0,0,0,0,0,0,8815898,0,0,0,0,0,0,0,0,709633,709633,257727735,0,-709633,-709633,0,0,0,0,0,22233235,0,3305944,3305944,0,0,0,0,0,0,0,433039100,2596311,2596311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433039100,0,0,709633,248,96908959,8976221,63,13469273,1184045,2,1116488,0,0,0,0,3,1213174,0,112707894,10160266,4,28333,0,0,0,0,0,0,0,340,16542086,3342000,16570419,3342000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,129278313,13502266,18797418,396268260,396268260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24917,3/31/2022 0:00:00,2320,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,65067901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728399072,0,0,0,0,0,0,0,130335724,0,0,0,0,0,0,0,0,10673734,10673734,984901921,0,-10673734,-10673734,0,0,0,0,0,86460593,0,8721011,8721011,0,0,0,0,0,0,0,1168082985,-1952723,-1952723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168082985,0,0,10673734,595,89249706,6571713,306,24473043,2504130,0,0,0,0,0,0,18,1257155,0,114979904,9075843,199,5394781,308500,0,0,0,502,16466174,0,0,0,0,21860955,308500,2,11919376,0,1,11425407,0,0,0,0,2,21107891,0,44452674,0,1625,181293533,9384343,31894828,957297909,961748702,4450793,298,42630528,0,0,0,0,10,0,0,0,581,0,0,0,0,1,155418297,1330,4262556,36,0,0,0
24918,3/31/2022 0:00:00,21296,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,98517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46410668,0,0,0,0,0,0,0,4260495,0,0,0,0,0,0,0,0,407956,407956,65118228,0,-407956,-407956,0,0,0,0,0,5593118,0,566193,566193,0,0,0,0,0,0,0,74834546,158237,158237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74834546,0,0,407956,0,0,0,9,523871,0,2,207925,0,0,0,0,0,0,0,731796,0,0,0,0,0,0,0,0,0,0,190,14123225,1411026,14123225,1411026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,14855021,1411026,0,65875513,65875513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24919,3/31/2022 0:00:00,26461,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,130389,0,-1000,-1000,0,0,0,0,0,44667,0,2142,2142,0,0,0,0,0,0,0,3086108,1142,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086108,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698645,2698645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24920,3/31/2022 0:00:00,2863,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,130606074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7001331,0,0,0,17253103,0,0,0,0,0,0,0,130782,0,0,0,0,0,0,0,0,80643,80643,27523172,7001331,-80643,-80643,0,0,0,0,0,6194146,0,1238404,1238404,0,0,0,0,0,0,0,175816244,1157761,1157761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175816244,0,0,80643,21,1952010,0,17,1266589,0,0,0,0,0,0,0,0,0,0,3218599,0,51,2216797,302000,0,0,0,4,158666,0,164,4625868,88179,7001331,390179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,10219930,390179,0,126779890,126779890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24921,3/31/2022 0:00:00,5682,WISe,0,0,0,18469999,0,0,18469999,0,0,0,0,0,0,562936414,0,562936414,385397755,0,4849343,168254285,0,0,0,4435031,0,0,962494690,961935285,0,559405,0,100672220,100619740,52480,2100115216,0,2100115216,0,1747306,1987392592,96354819,14620499,536108241,0,536108241,0,0,536021597,86644,0,0,18879226,18879226,3680511141,0,3680511141,-18879226,1747306,961935285,1987392592,733555561,14759623,395007573,0,395007573,37227276,357240724,0,539573,0,0,0,0,5366353537,5366353537,1128183893,5207627,966784628,1987392592,1259050570,14759623,539573,0,0,4435031,0,3312955107.9,1041525.4,483392314,1490544444,1259050570,22139434.5,1348932.5,0,0,55437887.5,0,26539889,26539889,16753801,0,0,16753801,33834714,33834714,596108,596108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77724512,0,0,0,0,596108,0,77128404,0,77426458,0,0,0,298054,0,77128404,0,5444078049,3390381565.9,1557,18879226,3524,664245384,28064349,1717,239814511,7825880,153,43281978,6282945,90,14916554,0,8,236263,0,962494690,42173174,399,4299451,2191660,151,82969783,0,0,0,0,2736,13402986,8889098,100672220,11080758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8778,1063166910,53253932,0,4681117205,4681117205,0,23,37417199,0,0,0,0,1,0,1,406686,394,0,0,0,0,0,561945473,1047,0,0,0,0,0
24923,3/31/2022 0:00:00,20701,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,854291353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520531952,0,0,0,0,0,0,0,191032995,0,0,0,0,0,0,0,0,6160479,6160479,1354750255,0,-6160479,-6160479,0,0,0,0,0,170600831,0,19247489,19247489,0,0,0,0,0,0,0,2424444199,13087010,13087010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424444199,0,0,6160479,2151,414539733,19695448,429,26252258,1887240,0,0,0,0,0,0,385,84547454,3151517,525339445,24734205,628,25366551,1065000,0,0,0,0,0,0,2804,98639790,13422203,124006341,14487203,4,100638,0,2,71247,0,0,0,0,0,0,0,171885,0,6403,649517671,39221408,563035682,1685742927,1757195121,71452194,561,54262319,0,0,3,874603,3,0,0,0,1061,0,0,0,0,1,183323992,756,119941,0,5500000,22,0
24924,3/31/2022 0:00:00,24268,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,171841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173938,173938,20950358,0,-173938,-173938,0,0,0,0,0,323441,0,200947,200947,0,0,0,0,0,0,0,29554818,27009,27009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29554818,0,0,173938,54,13009878,385000,17,1471213,0,0,0,0,0,0,0,0,0,0,14481091,385000,23,1530601,77000,0,0,0,0,0,0,0,0,0,1530601,77000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,16011692,462000,0,22939612,22939612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24925,3/31/2022 0:00:00,26463,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10938,0,0,0,0,0,0,0,0,2881,0,2881,2881,0,0,0,0,0,0,0,737260,2881,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315043,315043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
