"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017"
2724,3/31/2022 0:00:00,1267,WISE,0,0,1981531,0,4176000,4179169,0,0,0,0,0,21307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65269,0,0,0,0,0,0,0
2730,3/31/2022 0:00:00,1269,WISe,0,0,26616295,72255984,419600,816931,0,0,114552,0,0,4357710,16617093,9947,9477,0,6388,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12967,0,0,16058,26158,1200,0,0,27358,6,152977,88492,0,27204,107177,0,0,0,107177,3,367067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,11603627,0,0,0,0,105,3047080,0,2611633,0,0,0,0,0,0,0
2739,3/31/2022 0:00:00,1274,WISe,439000,0,3366333,9344736,0,50917,0,0,0,0,0,19646,0,0,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33101,0,0,0,0,0,0,0
2740,3/31/2022 0:00:00,1275,WISe,0,0,15342981,106232460,130300,1251724,0,75160,39672,0,0,1436445,0,37019,21042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38347,0,0,46349,21159,0,0,0,21159,6,0,0,0,0,0,0,0,0,0,0,16251,0,155104,0,136420,291524,2,11252,0,0,0,30362,30362,1,130888,0,0,0,18799,18799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59506,0,0,558391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620472,0,0,0,0,0,0,0
2742,3/31/2022 0:00:00,1276,WISe,249000,0,42927821,73516486,239636,1122573,0,0,0,0,0,11157719,5938421,22885,15877,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17196,0,0,0,7119,2600,0,0,9719,0,127,14341,0,0,0,0,0,27061,27061,0,46605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206511,206511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0,0,172970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193,33005045,0,0,57,10425667,0,0,0,1432626,0,0,0,0,0,0,0
2744,3/31/2022 0:00:00,1277,WISe,1494000,0,5495109,52845604,0,290774,0,15569,142594,0,0,6259584,0,13362,4952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,547,0,0,10324,256,1374,295,0,1925,12,0,1450,0,0,0,0,0,0,0,0,468349,0,0,0,0,0,0,3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2253,0,1924,49586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,45644757,0,0,0,0,1,6009,0,1498133,0,0,0,0,0,0,0
2760,3/31/2022 0:00:00,1281,WISe,0,351504,136696352,874972146,3167200,3167200,0,0,0,0,1849923,77800878,518513137,378064,267854,0,0,0,0,359718,46730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26458,280,0,0,0,0,671815,0,73125,505762,339435,566074,40708,0,946217,208,126081,549336,109013,0,0,0,0,0,0,0,7456050,0,0,96300,513464,609764,5,4862820,1244850,257164,667060,4380094,6549168,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109042,20638813,20747855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80288,0,0,21118,0,21118,8,0,0,0,0,0,0,0,3113655,0,0,7268878,20652122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12345,187471217,0,0,2,16949598,411,12122591,0,22493298,0,0,0,15714251,788813627,758721628,1563249506
2769,3/31/2022 0:00:00,1284,WISe,3474000,0,28829643,80910917,935000,1185000,0,0,0,0,0,24512109,0,0,0,41200,29348,0,0,0,0,52223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4446,4176,0,0,0,0,0,0,0,0,0,63559,0,0,0,0,0,0,0,0,2557104,480214,72522,13722,338723,905181,0,0,0,0,0,0,0,0,57996,4631,57980,9677,0,72288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583102,0,1583102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557026,1583102,0,683060,1583102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661,20037434,0,0,0,0,0,0,0,2820497,0,0,0,0,22603160,68120119,90723279
2782,3/31/2022 0:00:00,1289,WISe,10080000,0,13952317,0,0,20805,0,0,0,0,0,58309,0,27664,6763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3790,0,9746,0,0,9746,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92980,0,0,0,0,0,0,0
2791,3/31/2022 0:00:00,1294,WISe,3107000,0,5597743,0,0,5000,0,0,34050,0,0,54318,29429,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5422,614,1651,4306,0,6571,6,0,3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170,0,0,77929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96357,0,0,0,0,0,0,0
2792,3/31/2022 0:00:00,1295,WISe,99000,0,7443921,35657663,0,332271,0,0,0,0,0,431345,72727,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515917,0,0,0,132404,132404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302937,0,0,0,0,0,0,0
2794,3/31/2022 0:00:00,1296,WISe,0,0,1035696,0,600000,609252,0,0,0,0,0,39299,0,10279,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710,2163,0,0,0,2163,0,0,54605,0,0,0,0,0,0,0,0,128247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80405,0,0,0,0,0,0,0
2796,3/31/2022 0:00:00,1298,WISe,2450000,0,3983644,0,0,47781,0,0,0,0,0,81602,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7796,0,0,9250,21901,0,0,0,21901,0,28539,85952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68170,0,0,0,0,0,0,0
2800,3/31/2022 0:00:00,1300,WISe,10554333,0,12206599,0,0,0,0,0,0,0,0,45567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39573,0,0,0,0,0,0,0
2806,3/31/2022 0:00:00,1302,WISe,0,0,1568139,0,0,15115,0,0,0,0,0,4597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8385,8385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5967,0,0,0,0,0,0,0
2815,3/31/2022 0:00:00,1307,WISe,5326000,0,8387472,10030495,566200,1055022,0,0,0,0,0,776846,2438764,1382,1600,9817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2952,0,0,3342,0,0,0,0,0,0,49683,34676,0,51895,0,13263,0,0,13263,0,121510,0,0,0,0,0,0,28222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72715,72715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87311,0,0,47966,72715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,24848280,0,0,0,0,188,2382768,0,777167,0,0,0,0,0,0,0
2818,3/31/2022 0:00:00,1308,WISe,7212035,0,17801133,0,91872,91872,0,0,0,4242,0,159333,152660,47,551,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5964,0,0,0,5964,3,0,18735,0,0,0,18012,0,0,18012,1,182952,90735,152236,48202,0,291173,6,0,0,0,22458,0,22458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115434,0,0,24630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283365,0,0,0,0,0,0,0
2819,3/31/2022 0:00:00,1309,WISe,47895000,0,48828317,18836000,0,0,0,0,0,0,0,247547,0,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26304,5326,1518,23021,19325,49190,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159838,0,0,0,0,0,0,0
2834,3/31/2022 0:00:00,1317,WISe,11904000,0,15169748,0,0,120039,0,0,0,0,0,114436,1449108,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,4292,0,4292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104348,0,0,0,0,0,0,0
2840,3/31/2022 0:00:00,1319,WISe,44263000,0,75577228,55698910,184500,184500,0,0,0,0,0,2680161,18447263,0,0,1824,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,948,0,0,2641,0,2641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106511,0,0,0,0,0,0,0
2843,3/31/2022 0:00:00,1321,WISe,22561000,0,23239791,0,0,49759,0,0,0,0,0,100405,0,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10053,0,0,0,0,2541,0,0,2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10053,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114766,0,0,0,0,0,0,0
2847,3/31/2022 0:00:00,1323,WISe,31867000,10,96692321,14743876,1523100,1523100,0,0,0,0,0,12989462,0,4901,5955,0,431,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54121,0,0,38402,14848,24433,0,0,39281,9,0,109361,0,33232,18547,12870,0,0,31417,2,1434753,0,0,0,0,0,0,355420,0,0,76090,0,76090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196877,154067,0,225475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,26255491,0,0,0,0,0,0,0,1800570,0,0,0,0,0,0,0
2874,3/31/2022 0:00:00,1334,WISe,31582432,0,51258174,35816234,0,164818,0,0,0,0,0,5947650,0,9300,3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620,0,0,111328,78537,15159,20646,158302,272644,19,7866,142910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233933,0,0,199627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,4346733,0,0,0,0,0,0,0,925442,0,0,0,0,0,0,0
2876,3/31/2022 0:00:00,1335,WISe,2487000,0,23544311,139268571,8235272,8235272,0,179859,0,0,0,19809142,691741,126967,59685,0,0,0,36168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59787,0,11521,0,0,0,0,0,0,0,0,131931,0,193638,101103,150140,0,0,251243,55,499015,0,296131,388973,538910,1224014,7,89698,49908,0,0,0,49908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354250,192835,0,956354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5618,120604724,0,0,0,0,0,0,0,2927485,0,0,72609279,0,0,0,0
2881,3/31/2022 0:00:00,1338,WISe,17187000,34428,25492456,61224133,6263434,6853871,0,0,0,0,0,4242868,5248747,6397,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,0,0,0,0,0,0,0,0,0,0,8279,0,1449,0,0,0,0,0,0,240972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,16600248,30,14058286,0,0,0,998423,0,0,0,0,0,0,0
2892,3/31/2022 0:00:00,1340,WISe,1276000,0,1953745,0,0,0,0,0,23270,0,0,7988,0,15905,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30383,61457,34745,9595,0,105797,30,6958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19419,0,0,0,0,0,0,0
2918,3/31/2022 0:00:00,1346,WISe,2899526,0,19292392,28400792,294100,820173,0,0,0,0,0,3421560,0,130994,31696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7650,0,0,142602,29650,22074,0,0,51724,27,61194,36650,0,25803,0,45404,0,0,45404,1,176836,0,206527,85023,173586,465136,4,81103,0,30560,0,0,30560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135144,0,0,492255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,6450064,0,0,0,0,0,0,0,666398,0,0,0,0,0,0,0
2932,3/31/2022 0:00:00,1350,WISe,0,0,2146849,0,150000,150100,0,0,0,0,0,6298,0,4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9945,0,0,0,0,0,0,0
2935,3/31/2022 0:00:00,1351,WISe,453127,0,6415029,6219000,0,109775,0,0,0,0,15082,60338,0,327,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101435,0,0,0,0,0,0,0
