"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
7722,3/31/2022 0:00:00,3579,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10648130,0,0,0,5941489,0,0,0,0,0,0,0,5941489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14822250,0,0,0,0,0,0,0,30369976,0,0,61781845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421000,8413000,2222326,0,0,14056326,0,0,61781845,0,709771,0,0,0,0,709771,5134531,30400117,21335537,13654277,6023480,76547942,0,1796,0,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000999,1496197,0,0,1496197,0,0,0,2025693,22471503,0,22471503,0,0,0,0,0,0,0,0,0,0,0,0,0
7723,3/31/2022 0:00:00,3580,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56258665,0,0,0,0,0,0,0,0,0,0,0,14250000,14120842,0,0,61334832,58248798,0,0,0,0,0,0,61334832,58248798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373349,8867689,0,0,0,0,0,0,0,0,0,0,9373349,8867689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21557000,21557000,0,0,0,0,0,0,106515181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106515181,0,246100,0,0,0,246100,21665365,35079184,40800523,9216209,0,106761281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23394481,1464246,0,0,1464246,0,0,0,2676064,22182663,0,22182663,0,0,0,0,0,0,0,0,0,0,0,0,0
7724,3/31/2022 0:00:00,3581,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,3384820,0,0,0,0,0,0,3500000,3384820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720000,5504000,696000,0,0,9920000,0,0,0,3500000,0,0,200991,0,0,200991,3720000,7504000,2396991,0,0,13620991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864683,31885,0,0,31885,0,0,0,282429,2614139,0,2614139,0,0,0,0,0,0,0,0,0,0,0,0,0
7731,3/31/2022 0:00:00,3585,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6294000,925000,0,0,0,7219000,0,0,0,0,0,0,0,0,2387,2387,6294000,925000,0,0,2387,7221387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117887,26419,0,0,26419,0,0,0,95861,1048445,0,1048445,0,0,0,0,0,0,0,0,0,0,0,0,0
7748,3/31/2022 0:00:00,3596,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,0,0,0,0,16555023,15897605,0,0,184687546,172637249,0,0,201242569,188534854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201242569,188534854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10987000,8238000,7227000,0,0,26452000,0,0,188534854,0,0,0,0,0,0,0,16299076,35734310,68432525,90318018,4202925,214986854,0,0,0,0,0,0,0,0,375310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47224569,236425,0,0,236425,0,0,0,2872616,44588378,0,44588378,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,3/31/2022 0:00:00,3606,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109985,109985,0,11000000,0,0,0,0,109985,109985,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109985,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487000,2226000,1245000,498000,0,6456000,0,0,11000000,109984,0,0,0,0,0,0,2596984,4226000,7245000,3498000,0,17565984,0,0,0,0,0,0,0,0,16704510,16124464,0,0,0,0,0,0,0,0,0,0,4098228,710778,0,0,11700650,395084,0,0,395084,0,0,0,807897,11287837,0,11287837,0,0,0,0,0,0,0,0,0,0,0,0,0
7772,3/31/2022 0:00:00,3607,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10237000,9932022,0,0,10237000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984000,3472000,744000,0,0,6200000,0,0,0,10237000,0,984971,0,0,0,984971,5413000,7544971,4464000,0,0,17421971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333822,72279,0,0,72279,0,0,0,296886,3109215,0,3109215,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,3/31/2022 0:00:00,3609,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45017886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41982902,39486143,0,0,20635671,19510137,0,0,62618573,58996280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62618573,58996280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7476000,9961000,5478000,1247189,0,24162189,0,0,58996280,0,0,1144150,0,0,0,1144150,7539939,21633689,27827599,27301392,0,84302619,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,35779,0,0,0,2594017,2679260,0,0,23387074,673412,0,0,673412,0,0,0,2679605,21380881,0,21380881,0,0,0,0,0,0,0,0,0,0,0,0,0
7783,3/31/2022 0:00:00,3612,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86583750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124523,1121027,0,0,1124523,1121027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124523,1121027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548739,548739,0,0,0,0,548739,31987000,4992000,0,0,0,36979000,0,548739,1121027,0,0,839431,0,0,0,839431,32681286,6017830,789081,0,0,39488197,0,0,0,0,5310001,5709788,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,29744696,807037,0,0,807037,0,0,0,2759974,27791759,0,27791759,0,0,0,0,0,0,0,0,0,0,0,0,0
7790,3/31/2022 0:00:00,3616,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499000,750000,1148000,0,0,2397000,0,0,0,0,0,0,0,0,41677,41677,499000,750000,1148000,0,41677,2438677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186301,19300,0,0,19300,0,0,0,131537,2074064,0,2074064,0,0,0,0,0,0,0,0,0,0,0,0,0
7817,3/31/2022 0:00:00,3633,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756289,3579043,0,0,100000,976884,0,0,10018152,9506200,0,0,10118152,10483084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200890,203750,20250000,20250000,0,0,0,0,0,0,20250000,14075331,14265877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15170000,27859010,14437000,0,0,57466010,0,0,14265878,20250000,0,0,0,364401,0,364401,15838522,37055295,34553750,4898722,0,92346289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31884217,229000,0,0,229000,0,0,0,1055747,31057470,0,31057470,0,0,0,0,0,0,0,0,0,0,0,0,0
7821,3/31/2022 0:00:00,3634,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494682,483700,0,0,3999000,3777380,0,0,0,0,0,0,3999000,3777380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9040256,8825700,0,0,0,0,0,13533938,13086780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4558990,9715305,4804102,0,0,19078397,0,0,13086780,0,0,189143,0,0,0,189143,6116758,14172580,11829074,235908,0,32354320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3837722,63557,0,0,63557,0,0,0,491038,3410241,0,3410241,0,0,0,0,0,0,0,0,0,0,0,0,0
7822,3/31/2022 0:00:00,3635,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787334,1787334,1787334,3735000,1494000,0,0,0,5229000,1787334,0,0,0,0,766633,0,0,0,766633,3735000,2260633,0,0,1787334,7782967,0,0,0,0,0,0,0,0,5259554,3779655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7190307,156849,0,0,156849,0,0,0,839432,6507724,0,6507724,0,0,0,0,0,0,0,0,0,0,0,0,0
7825,3/31/2022 0:00:00,3637,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81062397,0,0,7269008,0,17182103,0,0,0,0,0,0,0,0,1333335,0,0,0,0,0,0,19402086,17577734,0,0,0,0,0,0,19402086,17577734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19402086,17577734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139913,139913,0,0,0,0,139913,9239999,0,0,0,0,9239999,0,139913,17577734,0,0,422499,0,0,0,422499,9239999,422499,947912,7245551,9524184,27380145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840000,8859951,0,0,0,0,0,0,15127063,550866,0,0,550866,0,0,0,894513,14783416,0,14783416,0,0,0,0,0,0,0,0,0,0,0,0,0
7835,3/31/2022 0:00:00,3647,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828877721,0,0,164351606,0,187613508,0,0,0,0,0,8930985,0,0,0,0,0,11186017,10720314,0,0,71336945,68108355,0,0,68662676,65040908,0,0,139999621,133149263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6533008,6035181,0,0,3972265,3850913,0,0,0,0,0,161690911,153755671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19873375,0,19873375,19873375,0,0,0,0,0,0,19873375,0,153755671,0,0,4690800,0,0,0,4690800,21397011,49337466,49471420,54636636,3477313,178319846,0,0,0,0,0,0,0,0,437577,0,0,0,0,0,0,0,19138750,0,0,0,0,0,0,0,83427691,4955931,0,0,4955931,0,0,0,7974542,80409080,0,80409080,0,237099330,20978797,216120533,0,0,173629046,173629046,0,0,0,0,0
7840,3/31/2022 0:00:00,3650,WISe,0,0,0,0,92500,0,0,0,0,0,439021,0,0,0,135000000,0,0,331132575,0,438480434,0,0,0,780277250,0,0,0,0,50000000,0,0,65929664,63698760,0,0,84267377,79680715,0,0,391487132,382599150,0,0,475754509,462279865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13859000,13859000,0,0,0,0,0,0,13859000,541684173,525978625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250182,0,0,0,250182,0,0,525978625,13859000,5004024,0,0,0,0,5004024,244260621,96957218,143936676,56109362,3827954,545091831,0,0,0,0,0,33839489,0,0,0,0,783819,0,0,0,0,0,1338331,0,0,0,0,0,0,0,327861526,18731177,50000000,0,68731177,0,0,27218290,58487168,338105535,0,338105535,0,550087952,542013184,8074768,0,0,539837625,280512599,259325026,0,0,0,0
7842,3/31/2022 0:00:00,3651,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130522,4882000,9837000,0,0,17849522,0,0,0,0,88210,0,0,0,0,88210,3218732,4882000,9837000,0,0,17937732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2574756,58281,0,0,58281,0,0,0,261007,2372030,0,2372030,0,0,0,0,0,0,0,0,0,0,0,0,0
7844,3/31/2022 0:00:00,3652,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,500000,0,0,0,900000,0,0,0,0,0,10000,0,0,0,10000,400000,510000,0,0,0,910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219289,2483,0,0,2483,0,0,0,24429,197343,0,197343,0,0,0,0,0,0,0,0,0,0,0,0,0
7846,3/31/2022 0:00:00,3654,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,1488000,0,0,0,1736000,0,0,0,0,37000,0,0,0,0,37000,285000,1488000,0,0,0,1773000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3332943,56146,0,0,56146,0,0,0,286057,3103032,0,3103032,0,0,0,0,0,0,0,0,0,0,0,0,0
7870,3/31/2022 0:00:00,3663,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23754734,0,27854988,0,0,0,24954985,0,0,0,0,0,0,0,979741,979688,0,0,0,0,0,0,8699574,8190043,0,0,8699574,8190043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9679315,9169731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7232000,27641000,3984000,0,0,38857000,0,0,9169731,0,0,111000,0,0,0,111000,7232000,28731688,8528253,3645790,0,48137731,0,0,0,0,0,0,0,0,0,0,53528,0,0,0,0,0,0,0,0,0,0,0,0,0,27538524,406024,0,0,406024,0,0,0,1828597,26115951,0,26115951,0,0,0,0,0,0,0,0,0,0,0,0,0
7873,3/31/2022 0:00:00,3664,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16218786,12932123,0,0,0,0,0,0,16218786,12932123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29200466,0,0,0,45419252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998000,748000,249000,0,1995000,0,0,0,45419252,0,309600,0,0,0,309600,7128241,14655228,9983552,15956831,0,47723852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8998214,328973,0,0,328973,0,0,0,1038233,8288954,0,8288954,0,0,0,0,0,0,0,0,0,0,0,0,0
7875,3/31/2022 0:00:00,3665,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190544450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000533,2787302,0,0,81435447,80428556,0,0,84435980,83215858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088863,2092439,0,0,0,0,0,86524843,85308297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800785,800785,800785,9711000,1359898,0,0,0,11070898,800785,0,85308297,0,891366,4343700,0,0,0,5235066,87835827,9143231,2648686,0,2787302,102415046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43613818,2375596,0,0,2375596,0,0,0,3175306,42814108,0,42814108,0,0,0,0,0,0,0,0,0,0,0,0,0
7877,3/31/2022 0:00:00,3667,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432703,127449,0,0,0,560152,432703,127449,0,0,0,560152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95037,12374,0,0,12374,0,0,0,8690,98721,0,98721,0,0,0,0,0,0,0,0,0,0,0,0,0
7907,3/31/2022 0:00:00,3685,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7718000,12472000,5485000,0,0,25675000,0,0,0,0,0,0,0,0,159148,159148,7718000,12472000,5485000,0,159148,25834148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2958647,60037,0,0,60037,0,0,0,313083,2705601,0,2705601,0,0,0,0,0,0,0,0,0,0,0,0,0
7910,3/31/2022 0:00:00,3686,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,850000,0,0,0,2550000,0,0,0,0,0,33400,0,0,0,33400,1700000,883400,0,0,0,2583400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701104,12884,0,0,12884,0,0,0,56034,657954,0,657954,0,0,0,0,0,0,0,0,0,0,0,0,0
