"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
119,3/31/2022 0:00:00,62,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3522416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22110845,20334735,0,0,51121846,48152925,0,0,73232691,68487660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26712,24875,0,0,0,0,0,0,0,0,0,0,26712,24875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400464,2373378,4234000,4169794,17924066,17430860,0,0,3500000,3336225,4234000,97083933,91652998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91652998,4234000,0,119774,0,0,0,119774,9420739,20428933,20343509,44030020,1783571,96006772,0,0,0,0,0,1043428,0,0,625302,0,0,0,0,0,3277031,0,0,0,0,0,0,0,0,0,21477019,90398,0,0,90398,0,0,0,992303,20575114,0,20575114,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3/31/2022 0:00:00,63,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978825,1000000,0,0,5500000,5500000,0,0,0,0,0,0,5500000,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56034105,56036000,0,0,0,0,0,0,62512930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62512930,374578,0,0,0,0,374578,11810578,25917930,25159000,0,0,62887508,0,0,0,0,0,0,0,0,4520742,0,0,0,0,0,0,0,2575318,0,0,0,0,0,0,0,9842030,266235,0,0,266235,0,0,0,1139072,8969193,0,8969193,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3/31/2022 0:00:00,69,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469916,239010,112682,0,0,821608,0,0,0,0,0,0,0,0,3333,3333,469916,239010,112682,0,3333,824941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182583,2845,0,0,2845,0,0,0,8256,177172,0,177172,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2022 0:00:00,70,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19996237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13499010,14273000,249000,0,0,28021010,0,0,0,0,412244,0,0,0,0,412244,13911254,14273000,249000,0,0,28433254,0,0,0,0,0,0,0,0,2492468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7311094,328976,0,0,328976,0,0,0,738916,6901154,0,6901154,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3/31/2022 0:00:00,72,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11607852,0,0,11607852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11607852,0,0,0,0,0,72987,72987,1846960,6671488,3089404,0,72987,11680839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2895237,73640,0,0,73640,0,0,0,374526,2594351,0,2594351,0,0,0,0,0,0,0,0,0,0,0,0,0
146,3/31/2022 0:00:00,74,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397000,1000000,250000,0,0,1647000,0,0,0,0,0,0,0,0,0,0,397000,1000000,250000,0,0,1647000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444462,41597,0,0,41597,0,0,0,51948,434111,0,434111,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3/31/2022 0:00:00,75,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21050,485000,0,0,0,506050,0,0,0,0,0,0,0,0,0,0,21050,485000,0,0,0,506050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137599,5488,0,0,5488,0,0,0,14232,128855,0,128855,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3/31/2022 0:00:00,77,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109304250,0,0,0,0,0,0,0,0,0,0,0,0,0,10077280,9465000,0,0,9069595,9010437,8839422,8908026,38007622,36252383,8839422,8908026,47077217,45262820,0,0,0,0,0,0,0,0,0,0,0,0,129497,128109,15191120,14486646,0,0,0,0,0,0,0,0,129497,128109,15191120,14486646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6058490,5529450,0,0,2718000,2678266,0,0,0,0,8968919,81122107,77422182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77422182,8968919,0,529876,0,0,0,529876,44325897,4831543,9974071,26858575,930891,86920977,0,51000,0,51000,0,0,0,0,0,0,0,0,612055,212287,0,0,2000000,0,916303,0,0,0,0,0,35620359,6076116,0,0,6076116,0,0,0,3522589,38173886,0,38173886,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3/31/2022 0:00:00,78,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234177000,15000000,242316411,0,0,0,0,0,0,15000000,0,15000000,0,0,5000496,4665313,0,0,23627339,20818567,0,0,123253359,116687797,0,0,146880698,137506364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151881194,142171677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740000,0,0,0,0,740000,0,0,142171677,0,1562631,2972080,0,0,0,4534711,32665296,22572601,19413242,51489410,21305839,147446388,0,0,0,0,0,4744218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109351307,5018463,0,0,5018463,0,0,0,6662919,107706851,0,107706851,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3/31/2022 0:00:00,80,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,100000,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,200000,100000,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97605,10000,0,0,10000,0,0,0,3685,103920,0,103920,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2022 0:00:00,83,WISe,0,0,0,0,425000,0,0,0,0,0,0,0,0,0,0,0,0,176348041,45595102,199131966,0,0,0,0,0,0,45595102,0,49273267,0,0,108919394,102795419,0,0,7892716,6929081,0,0,121796888,118744672,0,0,129689604,125673753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37438432,36564196,0,0,2365246,2331345,0,0,0,0,0,0,39803678,38895541,0,0,10532275,10460838,0,0,2062380,2033581,0,0,0,0,0,0,12594655,12494419,0,0,103289994,95219879,0,0,0,0,0,0,0,0,0,394297325,375079011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18618780,0,18618780,18618780,0,0,0,0,0,0,18618780,0,375079011,0,0,8815300,0,0,0,8815300,57229652,42139310,48633991,156241465,98268673,402513091,0,0,0,0,0,0,0,3896556,0,0,0,0,0,0,0,0,0,0,642531,0,6978047,0,0,0,243915121,15184652,0,0,15184652,0,0,0,50633409,208466364,0,208466364,0,0,0,0,0,0,0,0,0,0,0,0,0
162,3/31/2022 0:00:00,85,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34034296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19350000,17222426,0,0,0,0,0,0,19350000,17222426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23656201,11453000,498000,0,0,35607201,0,0,0,19350000,530586,0,0,0,0,530586,24186787,11703000,10198000,850000,8550000,55487787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644092,0,0,0,0,0,0,0,0,0,13988704,503258,0,0,503258,0,0,0,1600548,12891414,0,12891414,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3/31/2022 0:00:00,87,WISe,0,0,0,7149565,0,0,0,0,0,0,0,0,0,0,50000000,0,0,30928022,0,48479477,0,0,0,0,500000,0,500000,0,2000000,0,0,51834270,49822445,0,0,11526106,11008795,0,0,0,0,0,0,11526106,11008795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,250000,0,0,0,0,0,0,0,0,0,0,250000,63360376,60831240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29891000,24381000,9469000,0,0,63741000,0,0,60831240,250000,0,8486811,0,0,0,8486811,33874160,62220321,35126470,2088100,0,133309051,0,0,0,0,0,0,0,0,0,0,0,0,0,59755,163818,0,0,0,0,0,0,0,0,0,53461394,1528690,0,0,1528690,0,0,0,3993793,50996291,0,50996291,0,0,0,0,0,0,0,0,0,0,0,0,0
168,3/31/2022 0:00:00,88,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744457,684155,0,0,744457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3381000,4720000,8250000,249000,0,16600000,0,0,0,744457,49314,0,0,0,0,49314,3430314,4720000,8250000,499000,494457,17393771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3022028,84733,0,0,84733,0,0,0,353699,2753062,0,2753062,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3/31/2022 0:00:00,89,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742068,16595,0,0,16595,0,0,0,14383,744280,0,744280,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3/31/2022 0:00:00,91,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43927964,0,0,0,0,0,0,0,0,0,0,0,1493339,1390683,43387615,42835373,5501562,5280259,1000000,936899,11403822,10939250,7520388,7134537,16905384,16219509,8520388,8071436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494000,497972,0,0,0,0,18398723,52402003,51404781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547781,3126000,500000,0,0,6173781,0,0,52332671,18398723,0,2648242,0,0,0,2648242,27980465,37316856,13791126,464970,0,79553417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666600,0,0,0,0,0,0,0,47702986,1198448,0,0,1198448,0,0,0,3743946,45157488,0,45157488,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3/31/2022 0:00:00,92,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268492805,256995375,0,0,0,0,0,0,11882133,11474118,0,0,11882133,11474118,0,0,292841769,283671184,0,0,179324034,169134915,0,0,472165803,452806099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752540741,721275592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721275592,0,0,907843,0,0,0,907843,78438313,281123096,308215470,110125,54296431,722183435,0,0,0,0,0,0,0,0,45294249,11482275,0,0,0,0,20677259,0,0,0,0,0,10380561,0,0,0,241580353,1216280,0,0,1216280,0,0,0,12238483,230558150,0,230558150,0,0,0,0,0,0,0,0,0,0,0,0,0
177,3/31/2022 0:00:00,93,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63482490,0,0,51433961,0,51433961,0,0,0,0,0,0,0,0,0,0,0,28297074,27374414,0,0,19073216,18852110,0,0,142067304,133846977,0,0,161140520,152699087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189437594,180073501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180073501,0,0,824571,0,0,0,824571,15141925,73132584,55720873,36902690,0,180898072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54589154,789953,0,0,789953,0,0,0,4009214,51369893,0,51369893,0,0,0,0,0,0,0,0,0,0,0,0,0
181,3/31/2022 0:00:00,96,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262962,1262962,0,0,1262962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262962,20182,0,0,0,0,20182,1283144,0,0,0,0,1283144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309161,21000,0,0,21000,0,0,0,18885,311276,0,311276,0,0,0,0,0,0,0,0,0,0,0,0,0
187,3/31/2022 0:00:00,100,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,248000,0,0,248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,496000,0,0,0,744000,0,0,0,248000,0,196213,0,0,0,196213,248000,692213,248000,0,0,1188213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492788,481483,0,0,481483,0,0,0,218065,3756206,0,3756206,0,0,0,0,0,0,0,0,0,0,0,0,0
195,3/31/2022 0:00:00,104,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297000,0,248000,0,0,545000,0,0,0,0,0,6961,0,0,0,6961,297000,6961,248000,0,0,551961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249176,14956,0,0,14956,0,0,0,119083,1145049,0,1145049,0,0,0,0,0,0,0,0,0,0,0,0,0
196,3/31/2022 0:00:00,105,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2858942617,0,0,202478473,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,235774054,222252066,0,0,235774054,222252066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40551651,38807882,0,0,0,0,0,0,27410541,27466817,0,0,67962192,66274699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303736246,288526765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288526765,0,21600552,2230636,0,0,0,23831188,113088472,20310789,88258687,60613309,30086696,312357953,0,334670,0,334670,0,0,0,0,3264313,0,1115928,0,0,0,0,24805594,0,0,0,0,24846728,0,0,0,232686009,21560549,0,0,21560549,0,0,0,22314059,231932499,0,231932499,0,419491231,46290803,373200428,0,0,288526765,0,288526765,0,0,0,0
198,3/31/2022 0:00:00,107,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11476621,0,0,0,11476621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3231523,3231523,3231523,11656000,11656000,248000,0,0,23560000,3231523,0,0,12000000,33333,0,0,0,0,33333,14920856,19656000,4248000,0,0,38824856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13633048,8086,0,0,8086,0,0,0,403425,13237709,0,13237709,0,0,0,0,0,0,0,0,0,0,0,0,0
199,3/31/2022 0:00:00,108,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66186875,0,0,0,0,0,0,0,0,48272725,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,52259722,48830415,108,108,52259722,48830415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940000,5805416,0,0,0,0,108,58199722,54635831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54635831,108,0,559265,0,0,0,559265,1842664,11889960,12409965,29052615,0,55195204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28814853,537981,0,0,537981,0,0,0,1857308,27495526,0,27495526,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3/31/2022 0:00:00,109,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562000,3614000,125000,0,0,6301000,0,0,0,0,64797,0,0,0,0,64797,2626797,3614000,125000,0,0,6365797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543923,31137,0,0,31137,0,0,0,74263,2500797,0,2500797,0,0,0,0,0,0,0,0,0,0,0,0,0
