"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047"
47,3/31/2021 0:00:00,30,0,0,327275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44994108,0,0,0,0,0,0,0,0,,0,50817794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3/31/2021 0:00:00,31,10406000,0,537968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246000,2867000,4243000,3050000,0,10406000,168370,0,0,0,0,0,0,0,0,0,0,0,0,53952638,0,0,0,0,0,0,0,0,,0,65539705,0,0,0,0,0,0,0,0,0,0,0,91983,0,0,0
51,3/31/2021 0:00:00,32,328967749,1033718534,25336636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234159389,379316391,176113585,175240805,19780882,984611052,212484877,100792645,15690227,0,0,328967749,9385259,-2919946,0,0,0,0,0,0,0,0,0,0,0,4908004336,981,52397825,52397825,0,0,0,981,52397825,,0,5262786953,0,0,0,0,0,0,0,0,0,0,0,17388209,0,0,8664
53,3/31/2021 0:00:00,33,0,0,624307,0,0,0,0,1999732,0,0,0,0,1999732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52686,-268,0,0,0,0,0,0,0,0,0,0,0,67437844,0,0,0,0,0,0,0,0,,0,70270813,0,0,0,0,0,0,0,0,0,0,0,63997,0,0,0
60,3/31/2021 0:00:00,35,20000000,92989013,1203938,1440012,0,0,0,0,0,0,0,525852,525852,0,0,0,0,0,0,0,0,0,0,5840854,5840854,0,0,20000000,0,0,20000000,1252708,362272,0,0,0,0,0,0,0,0,0,0,0,372355872,99,1695259,1695259,0,0,0,99,1695259,,0,411875287,0,0,0,0,0,0,0,0,0,0,0,1665614,0,0,0
62,3/31/2021 0:00:00,36,0,0,297013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33236810,0,0,0,0,0,0,0,0,,0,38323678,0,0,0,0,0,0,0,0,0,0,0,26075,0,0,0
75,3/31/2021 0:00:00,40,1373170,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352606,20564,1373170,0,0,0,0,0,0,0,0,0,0,0,0,0,1923400,0,0,0,0,0,0,0,0,,0,2523874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3/31/2021 0:00:00,41,0,0,2132870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124884,2043266,10947458,2989317,0,16104925,0,0,0,0,0,0,0,-324107,0,0,0,0,0,0,0,0,0,0,0,196533535,44,495548,495548,0,0,0,44,495548,,0,206677193,0,0,0,0,0,0,0,0,0,0,0,81736,0,0,0
79,3/31/2021 0:00:00,43,0,82219247,5376168,1797527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33727930,34763958,28040570,46947727,14882370,158362555,0,0,0,0,0,0,1036653,1618090,0,0,0,0,0,0,0,0,0,0,0,738881872,52,4020845,4020845,0,0,0,52,4020845,,0,809215205,0,0,0,0,0,0,0,0,0,0,0,1301108,0,0,-160
82,3/31/2021 0:00:00,46,0,33611507,1279604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245436,597613,0,0,0,843049,0,0,0,0,0,0,648036,31803,0,0,0,0,0,0,0,0,0,0,0,270265063,328,10865834,10865834,0,0,0,328,10865834,,0,295584687,0,0,0,0,0,0,0,0,0,0,0,361890,0,0,0
90,3/31/2021 0:00:00,49,0,0,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5397,0,0,0,0,0,0,0,0,0,0,0,0,5404802,0,0,0,0,0,0,0,0,,0,10619982,0,0,0,0,0,0,0,0,0,0,0,1437,0,0,0
98,3/31/2021 0:00:00,54,5810000,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290000,3520000,0,0,0,5810000,0,0,0,0,0,0,0,0,0,0,0,0,0,12033104,0,0,0,0,0,0,0,0,,0,13963259,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0
107,3/31/2021 0:00:00,57,0,0,732122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61839726,0,0,0,0,0,0,0,0,,0,72426037,0,0,0,0,0,0,0,0,0,0,0,77040,0,0,0
108,3/31/2021 0:00:00,58,1950970,0,792764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,650000,150000,350000,700970,1950970,0,0,0,0,0,0,0,0,0,0,0,0,0,35144241,0,0,0,0,0,0,0,0,,0,43465906,0,0,0,0,0,0,0,0,0,0,0,8034,0,0,0
110,3/31/2021 0:00:00,59,0,0,34744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24181164,0,0,0,0,0,0,0,0,,0,28682742,0,0,0,0,0,0,0,0,0,0,0,6199,0,0,0
112,3/31/2021 0:00:00,60,854000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104000,650000,100000,0,0,854000,0,0,0,0,0,0,0,0,0,0,0,0,0,7715940,0,0,0,0,0,0,0,0,,0,8268952,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0
119,3/31/2021 0:00:00,62,0,274327,506037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11163817,30874315,19609043,41248601,1047440,103943216,0,0,0,0,0,0,67273,-331913,0,0,0,0,0,0,0,0,0,0,0,109345362,0,0,0,0,0,0,0,0,,0,129955950,0,0,0,0,0,0,0,0,0,0,0,155091,0,0,0
120,3/31/2021 0:00:00,63,0,0,656493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49789,0,0,0,0,0,0,0,0,0,0,0,0,113243637,0,0,0,0,0,0,0,0,,0,121792112,0,0,0,0,0,0,0,0,0,0,0,204594,0,0,0
132,3/31/2021 0:00:00,69,0,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,946827,0,0,0,0,0,0,0,0,,0,1147618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2021 0:00:00,70,0,0,831447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100608,0,0,0,0,0,0,0,0,0,0,0,0,77451336,0,0,0,0,0,0,0,0,,0,84494963,0,0,0,0,0,0,0,0,0,0,0,119249,0,0,0
138,3/31/2021 0:00:00,72,0,0,1044458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813450,3547707,996870,0,0,6358027,0,0,0,0,0,0,0,75027,0,0,0,0,0,0,0,0,0,0,0,42725554,0,0,0,0,0,0,0,0,,0,45569699,0,0,0,0,0,0,0,0,0,0,0,98989,0,0,0
146,3/31/2021 0:00:00,74,0,1026562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9871,0,0,0,0,0,0,0,0,0,0,0,0,5387362,0,0,0,0,0,0,0,0,,0,5843826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3/31/2021 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426757,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1562452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3/31/2021 0:00:00,77,12271056,80152686,5049380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55985901,6974268,4505592,3434164,0,70899925,9555168,2559194,156694,0,0,12271056,3069815,293968,0,0,0,0,0,0,0,0,0,0,0,376432973,0,0,0,0,0,0,0,0,,0,411045536,0,0,0,0,0,0,0,0,0,0,0,405728,0,0,7576
151,3/31/2021 0:00:00,78,0,81689692,4528820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29134834,25781844,11079705,50463114,25353989,141813486,0,0,0,0,0,0,1385206,-1039542,0,0,0,0,0,0,0,0,0,0,0,791222599,0,0,0,0,0,0,0,0,,0,889173586,0,0,0,0,0,0,0,0,0,0,0,1316448,0,0,2800
153,3/31/2021 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364893,0,0,0,0,0,0,0,0,,0,481102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2021 0:00:00,83,0,7409155,13293495,0,0,0,0,0,0,0,0,5429436,5429436,0,0,0,0,0,0,47544000,22347767,28227218,99808885,75332097,273259967,0,0,0,0,0,0,12305818,2258496,0,0,0,0,0,0,0,0,0,0,0,1653168501,346,18546576,18546576,0,0,0,346,18546576,,0,1866231974,451811,2326955,0,0,0,0,0,0,0,0,0,10327812,0,23821,-112465
162,3/31/2021 0:00:00,85,16975000,36660100,642944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8200000,1200000,7575000,16975000,226633,0,0,0,0,0,0,0,0,0,0,0,0,178371188,0,0,0,0,0,0,0,0,,0,192402689,0,0,0,0,0,0,0,0,0,0,0,248677,0,0,0
167,3/31/2021 0:00:00,87,0,0,15825103,2561986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000280,4076600,11174100,995950,0,17246930,0,0,0,0,0,0,585549,-50227,0,0,0,0,0,0,0,0,0,0,0,448202766,194,2999400,2999400,0,0,0,194,2999400,,0,494079934,0,0,0,0,0,0,0,0,0,0,0,686331,0,0,0
168,3/31/2021 0:00:00,88,245000,0,500864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000,0,245000,50280,0,0,0,0,0,0,0,0,0,0,0,0,37983049,0,0,0,0,0,0,0,0,,0,40843443,0,0,0,0,0,0,0,0,0,0,0,107729,0,0,0
169,3/31/2021 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497501,0,0,0,0,0,0,0,0,,0,2237989,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0
174,3/31/2021 0:00:00,91,23028673,0,5926869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752762,2608075,3043976,2458034,0,8862847,1575771,11214453,10238449,0,0,23028673,554816,182778,0,0,0,0,0,0,0,0,0,0,0,354401618,7,20833,20833,0,0,0,7,20833,,0,394650055,0,0,0,0,0,0,0,0,0,0,0,922790,0,0,0
176,3/31/2021 0:00:00,92,0,212111618,6506837,1056373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148001485,298569855,244914437,38760566,0,730246343,0,0,0,0,0,0,244162,7359588,0,0,0,0,0,0,0,0,0,0,0,1292052888,0,0,0,50,138589,132162,0,0,,0,1532873001,0,0,0,0,0,0,0,0,0,0,0,2464272,0,0,0
177,3/31/2021 0:00:00,93,0,30679054,2561833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24638375,111667174,41104827,34575566,0,211985942,0,0,0,0,0,0,260272,-778939,0,0,0,0,0,0,0,0,0,0,0,471196413,0,0,0,0,0,0,0,0,,0,520460999,0,0,0,0,0,0,0,0,0,0,0,415401,0,0,0
181,3/31/2021 0:00:00,96,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611533,0,0,0,0,0,0,0,0,,0,2008711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,3/31/2021 0:00:00,100,494000,0,481384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494000,0,0,0,0,494000,32030,0,0,0,0,0,0,0,0,0,0,0,0,23787242,11,252133,252133,0,0,0,11,252133,,0,25429994,0,0,0,0,0,0,0,0,0,0,0,28994,0,0,0
195,3/31/2021 0:00:00,104,0,0,195937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13010793,0,0,0,0,0,0,0,0,,0,14048813,0,0,0,0,0,0,0,0,0,0,0,6475,0,0,0
196,3/31/2021 0:00:00,105,0,3840298,35593999,6998201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73752750,11560201,55015031,40027879,0,180355861,0,0,0,0,0,0,12391958,4075302,0,0,0,0,0,0,0,0,0,0,0,2493921496,11,592399,546347,0,0,0,8,500296,,0,2696853866,0,0,0,0,0,0,0,0,0,0,0,7647746,0,0,0
198,3/31/2021 0:00:00,107,6000000,0,110273,0,0,0,0,3330858,0,0,0,0,3330858,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,2000000,0,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,40404018,0,0,0,0,0,0,0,0,,0,53758354,0,0,0,0,0,0,0,0,0,0,0,1977,0,10472,0
199,3/31/2021 0:00:00,108,174,39225723,2749009,658607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244940,15358506,5621081,23737052,4881016,51842595,174,0,0,0,0,174,0,-105983,0,0,0,0,0,0,0,0,0,0,0,199986136,0,0,0,0,0,0,0,0,,0,226602904,0,0,0,0,0,0,0,0,0,0,0,721384,0,0,0
200,3/31/2021 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7736930,0,0,0,0,0,0,0,0,,0,10302142,0,0,0,0,0,0,0,0,0,0,0,2405,0,0,0
205,3/31/2021 0:00:00,112,3135280,16426432,812959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348992,925609,1494147,0,5768748,350000,2785280,0,0,0,3135280,941556,116286,0,0,0,0,0,0,0,0,0,0,0,238570411,0,0,0,0,0,0,0,0,,0,280817383,0,0,0,0,0,0,0,0,0,0,0,443598,0,0,0
216,3/31/2021 0:00:00,116,0,2596899,580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95247,0,0,0,0,0,0,0,0,0,0,0,0,79986569,0,0,0,0,0,0,0,0,,0,86629154,0,0,0,0,0,0,0,0,0,0,0,118910,0,0,0
220,3/31/2021 0:00:00,117,34,5966212,161914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,28571334,0,0,0,0,0,0,0,0,,0,35381228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,3/31/2021 0:00:00,119,4710000,0,5403412,228844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866933,2970256,35009,0,0,3872198,2480000,2230000,0,0,0,4710000,17133,70348,0,0,0,0,0,0,0,0,0,0,0,140555798,0,0,0,0,0,0,0,0,,0,161722947,0,0,0,0,0,0,0,0,0,0,0,383386,0,0,0
227,3/31/2021 0:00:00,121,0,2316221064,14350719,8304616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438923176,513857702,470249448,589746370,0,2012776696,0,0,0,0,0,0,155633083,1092730,0,0,0,0,0,0,0,0,0,0,0,24418416629,0,0,0,0,0,0,0,0,,0,27254912909,0,0,0,0,0,0,0,0,0,0,0,105173469,0,0,2082
233,3/31/2021 0:00:00,124,0,22449004,2702327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809807,9577468,4141795,12262874,0,27791944,0,0,0,0,0,0,42887,-213453,0,0,0,0,0,0,0,0,0,0,0,184876162,0,0,0,0,0,0,0,0,,0,202711753,0,0,0,0,0,0,0,0,0,0,0,218268,0,0,0
234,3/31/2021 0:00:00,125,4225000,0,151621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989000,1740000,496000,0,0,4225000,0,0,0,0,0,0,0,0,0,0,0,0,0,75489290,0,0,0,0,0,0,0,0,,0,89720941,0,0,0,0,0,0,0,0,0,0,0,48721,0,0,0
240,3/31/2021 0:00:00,128,830013,0,191140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140055,689958,0,0,0,830013,2006,0,0,0,0,0,0,0,0,0,0,0,0,66476168,0,0,0,0,0,0,0,0,,0,79389497,0,0,0,0,0,0,0,0,0,0,0,16744,0,0,0
242,3/31/2021 0:00:00,129,0,0,2077084,394228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2083103,3924407,10627666,974000,0,17609176,0,0,0,0,0,0,573467,61455,0,0,0,0,0,0,0,0,0,0,0,106051130,0,0,0,0,0,0,0,0,,0,125892378,0,0,0,0,0,0,0,0,0,0,0,54365,0,0,0
256,3/31/2021 0:00:00,136,0,16526850,1558275,423781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43853910,2389990,6245823,37735808,0,90225531,0,0,0,0,0,0,205361,349321,0,0,0,0,0,0,0,0,0,0,0,248266534,0,0,0,0,0,0,0,0,,0,272709847,0,0,0,0,0,0,0,0,0,0,0,222950,0,0,71779
258,3/31/2021 0:00:00,137,97826553,33396155,1166957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12824,0,0,0,0,12824,13950465,55458719,19759120,8658249,0,97826553,13357,-240,0,0,0,0,0,0,0,0,0,0,0,282613735,0,0,0,0,0,0,0,0,,0,324555842,0,0,0,0,0,0,0,0,0,0,0,527226,0,0,0
262,3/31/2021 0:00:00,139,0,0,567675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6457290,9218551,12863472,5785316,0,34324629,0,0,0,0,0,0,142940,101411,0,0,0,0,0,0,0,0,0,0,0,70791079,3,103949,0,0,0,0,3,103949,,0,76447806,0,0,0,0,0,0,0,0,0,0,0,151695,0,0,0
264,3/31/2021 0:00:00,141,1488000,0,759971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8211480,11265335,4769519,2932577,0,27178911,248000,1240000,0,0,0,1488000,0,4630,0,0,0,0,0,0,0,0,0,0,0,110202947,0,0,0,0,0,0,0,0,,0,123554149,0,0,0,0,0,0,0,0,0,0,0,240303,0,0,0
266,3/31/2021 0:00:00,143,81019854,799893,1381752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131707,32137603,34606312,9144232,0,81019854,504360,0,0,0,0,0,0,0,0,0,0,0,0,247781120,0,0,0,0,0,0,0,0,,0,293024560,0,0,0,0,0,0,0,0,0,0,0,68613,0,0,0
274,3/31/2021 0:00:00,149,0,0,2487461,1320684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635336,0,0,0,0,0,0,0,0,0,0,0,0,160194263,12,153326,153326,0,0,0,12,153326,,0,179851843,0,0,0,0,0,0,0,0,0,0,0,166047,0,0,0
275,3/31/2021 0:00:00,150,2332000,0,335900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736000,596000,0,0,0,2332000,34259,0,0,0,0,0,0,0,0,0,0,0,0,25823578,0,0,0,0,0,0,0,0,,0,28945603,0,0,0,0,0,0,0,0,0,0,0,42818,0,0,0
276,3/31/2021 0:00:00,151,0,0,213696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18964815,0,0,0,0,0,0,0,0,,0,21039721,0,0,0,0,0,0,0,0,0,0,0,3375,0,0,0
277,3/31/2021 0:00:00,152,0,50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696668,296719,817527,92485,1903399,0,0,0,0,0,0,0,-44263,0,0,0,0,0,0,0,0,0,0,0,2016296,0,0,0,0,0,0,0,0,,0,3086463,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0
287,3/31/2021 0:00:00,154,6024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789000,2955000,280000,0,0,6024000,0,0,0,0,0,0,0,0,0,0,0,0,0,13843017,0,0,0,0,0,0,0,0,,0,15312676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,3/31/2021 0:00:00,155,0,0,107309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12138958,0,0,0,0,0,0,0,0,,0,13516434,0,0,0,0,0,0,0,0,0,0,0,26667,0,0,0
