"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047"
15614,3/31/2021 0:00:00,8110,0,454004,18408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914393,0,0,0,0,0,0,0,0,,0,2312890,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0
15616,3/31/2021 0:00:00,8111,2013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244000,769000,0,0,0,2013000,0,0,0,0,0,0,0,0,0,0,0,0,0,2117638,0,0,0,0,0,0,0,0,,0,2558267,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0
15618,3/31/2021 0:00:00,8112,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9650172,0,0,0,0,0,0,0,0,,0,12521072,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0
15619,3/31/2021 0:00:00,8113,2240994,0,2424074,1207104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,1000000,0,740994,2240994,228365,0,0,0,0,0,0,0,0,0,0,0,0,243526791,282,8542018,8524168,6,145531,79105,281,8506318,,0,276536579,0,0,0,0,0,0,0,0,0,0,0,421582,0,0,0
15632,3/31/2021 0:00:00,8123,0,0,190398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12372041,0,0,0,0,0,0,0,0,,0,13247348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15650,3/31/2021 0:00:00,8133,6152000,83966981,291860,206373,0,0,0,1192514,0,0,0,0,1192514,0,0,0,0,0,0,0,0,3983598,0,0,3983598,1240000,3672000,1240000,0,0,6152000,0,-16402,0,0,0,0,0,0,0,0,0,0,0,196717042,0,0,0,0,0,0,0,0,,0,226267956,0,0,0,0,0,0,0,0,0,0,0,686952,0,0,0
15652,3/31/2021 0:00:00,8135,0,0,71570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8978929,0,0,0,0,0,0,0,0,,0,9834335,0,0,0,0,0,0,0,0,0,0,0,5568,0,0,0
15659,3/31/2021 0:00:00,8140,1000000,0,277150,85298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7307175,13751469,12046559,7993375,0,41098578,750000,250000,0,0,0,1000000,39125,211578,0,0,0,0,0,0,0,0,0,0,0,79465300,0,0,0,0,0,0,0,0,,0,88397488,0,0,0,0,0,0,0,0,0,0,0,13395,0,0,0
15662,3/31/2021 0:00:00,8142,100000,0,4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1980589,0,0,0,0,0,0,0,0,,0,2128120,0,0,0,0,0,0,0,0,0,0,0,2688,0,0,0
15669,3/31/2021 0:00:00,8147,0,43821342,1056822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19564,0,0,0,0,0,0,0,0,0,0,0,0,169395988,0,0,0,0,0,0,0,0,,0,214007830,0,0,0,0,0,0,0,0,0,0,0,53637,0,0,0
15672,3/31/2021 0:00:00,8149,0,44988486,3294918,0,0,0,0,0,0,0,3098444,0,3098444,0,0,0,0,0,0,74991434,56186273,20815812,46194507,86908722,285096748,0,0,0,0,0,0,1107293,876951,0,0,0,0,0,0,0,0,0,0,0,621422906,260,9082333,0,0,0,0,260,9082333,,0,717945116,0,0,0,0,0,0,0,0,0,0,0,1605610,0,0,0
15673,3/31/2021 0:00:00,8150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333710,0,0,0,0,0,0,0,0,,0,1501800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15732,3/31/2021 0:00:00,8181,979,600360342,22014591,3668859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190207455,38154524,84941113,145967881,0,459270973,979,0,0,0,0,979,15588410,-4629421,0,0,0,0,0,0,0,0,0,0,0,3236759215,188,18728906,18728906,0,0,0,188,18728906,,0,3535744253,14778202,13109676,0,0,0,0,0,0,0,0,0,15278122,0,0,323583
15738,3/31/2021 0:00:00,8185,0,0,119262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10330303,0,0,0,0,0,0,0,0,,0,11141768,0,0,0,0,0,0,0,0,0,0,0,14174,0,0,0
15741,3/31/2021 0:00:00,8187,880000,37227830,2955877,1782690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880000,0,0,880000,781035,0,0,0,0,0,0,0,0,0,691043,0,0,272828439,40,691043,0,0,0,0,40,691043,,0,303197776,0,0,0,0,0,0,0,0,0,0,0,566984,0,0,0
15752,3/31/2021 0:00:00,8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176775,0,0,0,0,0,0,0,0,,0,2848584,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
15757,3/31/2021 0:00:00,8195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593889,12,145320,145320,0,0,0,12,145320,,0,684845,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0
15766,3/31/2021 0:00:00,8202,5496000,183282075,14115292,7445057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28334222,85566677,84984377,66738813,0,265624089,5496000,0,0,0,0,5496000,6977476,-1294931,0,0,0,0,0,0,0,0,0,0,0,1251668511,224,7286932,7286932,2,1824997,1824997,224,7286932,,0,1360017155,177587,92223,0,0,0,0,0,0,0,0,0,1837319,0,0,0
15779,3/31/2021 0:00:00,8209,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167600,0,0,0,0,0,0,0,0,0,0,0,0,3578776,0,0,0,0,0,0,0,0,,0,4113850,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
15784,3/31/2021 0:00:00,8211,0,0,177990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14155759,0,0,0,0,0,0,0,0,,0,15759042,0,0,0,0,0,0,0,0,0,0,0,5438,0,0,0
15788,3/31/2021 0:00:00,8213,0,58563,610439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32266998,0,0,0,0,0,0,0,0,,0,36026341,0,0,0,0,0,0,0,0,0,0,0,36076,0,0,0
15790,3/31/2021 0:00:00,8215,0,0,400851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23573400,0,0,0,0,0,0,0,0,,0,26899008,0,0,0,0,0,0,0,0,0,0,0,29269,0,0,0
15797,3/31/2021 0:00:00,8220,0,0,123421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6355746,0,0,0,0,0,0,0,0,,0,6892526,0,0,0,0,0,0,0,0,0,0,0,6677,0,0,0
15812,3/31/2021 0:00:00,8228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82473,0,0,0,0,0,0,0,0,,0,105597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15815,3/31/2021 0:00:00,8230,8394260,0,827460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167009,1367590,1891344,3971067,997250,8394260,0,0,0,0,0,0,0,0,0,0,0,0,0,54381403,0,0,0,0,0,0,0,0,,0,61357549,0,0,0,0,0,0,0,0,0,0,0,117217,0,0,0
15817,3/31/2021 0:00:00,8231,0,0,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798682,0,0,0,0,0,0,0,0,,0,903384,0,0,0,0,0,0,0,0,0,0,0,872,0,0,0
15847,3/31/2021 0:00:00,8247,0,0,154857,32390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6866072,0,0,0,0,0,0,0,0,,0,7841148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15848,3/31/2021 0:00:00,8248,500000,0,17336,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,18169859,0,0,0,0,0,0,0,0,,0,19921230,0,0,0,0,0,0,0,0,0,0,0,17004,0,0,0
15863,3/31/2021 0:00:00,8260,248000,1863315,5903317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159815,3843475,0,0,0,6003290,0,248000,0,0,0,248000,518203,80029,0,0,0,0,0,0,0,0,0,0,0,220679099,0,0,0,0,0,0,0,0,,0,251598673,0,0,0,0,0,0,0,0,0,0,0,917681,0,0,-2376
15874,3/31/2021 0:00:00,8266,275000,0,122489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000,0,0,275000,7026,0,0,0,0,0,0,0,0,0,0,0,0,24020521,0,0,0,0,0,0,0,0,,0,28300112,0,0,0,0,0,0,0,0,0,0,0,51591,0,0,0
15882,3/31/2021 0:00:00,8272,0,839327,9996799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16053618,25402302,1833387,0,0,43289307,0,0,0,0,0,0,749967,544470,0,0,0,0,0,0,0,0,0,0,0,354509479,0,0,0,0,0,0,0,0,,0,392001481,0,0,0,0,0,0,0,0,0,0,0,372734,0,0,0
15928,3/31/2021 0:00:00,8296,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832864,0,0,0,0,0,0,0,0,,0,3348149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15935,3/31/2021 0:00:00,8301,2356000,0,208560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,1506000,200000,0,2356000,0,0,0,0,0,0,0,0,0,0,0,0,0,11537760,0,0,0,0,0,0,0,0,,0,12758077,0,0,0,0,0,0,0,0,0,0,0,14716,0,0,0
15938,3/31/2021 0:00:00,8303,0,0,56290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480934,28,585674,585674,0,0,0,28,585674,,0,4883863,0,0,0,0,0,0,0,0,0,0,0,2882,0,0,0
15942,3/31/2021 0:00:00,8305,0,0,334533,60768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26651757,0,0,0,0,0,0,0,0,,0,28605293,0,0,0,0,0,0,0,0,0,0,0,49649,0,0,0
15961,3/31/2021 0:00:00,8313,5486953,0,318185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5486953,0,0,5486953,20035,0,0,0,0,0,0,0,0,0,0,0,0,39072262,0,0,0,0,0,0,0,0,,0,47965247,0,0,0,0,0,0,0,0,0,0,0,20789,0,0,0
16009,3/31/2021 0:00:00,8339,0,0,3421426,0,0,0,0,0,0,4248315,2574356,0,6822671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67231,0,0,0,0,0,0,0,0,0,0,0,0,144282134,48,1012769,1012769,0,0,0,48,1012769,,0,161396478,0,0,0,0,0,0,0,0,0,0,0,315844,0,0,0
16011,3/31/2021 0:00:00,8340,0,0,214953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25462101,0,0,0,0,0,0,0,0,,0,27820350,0,0,0,0,0,0,0,0,0,0,0,9381,0,0,0
16014,3/31/2021 0:00:00,8343,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063687,0,0,0,0,0,0,0,0,,0,3689166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16016,3/31/2021 0:00:00,8344,0,0,98636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5492911,0,0,0,0,0,0,0,0,,0,6105640,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0
16030,3/31/2021 0:00:00,8351,0,25354494,2030257,207337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11091520,18605529,11173548,22046919,0,62917516,0,0,0,0,0,0,467583,268393,0,0,0,0,0,0,0,0,0,0,0,196496247,82,3820156,3820156,0,0,0,82,3820156,,0,211604431,0,0,0,0,0,0,0,0,0,0,0,274743,0,0,0
16042,3/31/2021 0:00:00,8359,5843000,0,772926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193000,4405000,245000,0,0,5843000,15493,0,0,0,0,0,0,0,0,0,0,0,0,68199985,0,0,0,0,0,0,0,0,,0,74355485,0,0,0,0,0,0,0,0,0,0,0,224017,0,0,0
16046,3/31/2021 0:00:00,8363,0,0,14119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28700,0,0,0,0,0,0,0,0,0,0,0,0,15877446,0,0,0,0,0,0,0,0,,0,16361463,0,0,0,0,0,0,0,0,0,0,0,4226,0,0,0
16061,3/31/2021 0:00:00,8372,0,0,14371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7299,0,0,0,0,0,0,0,0,0,0,0,0,4596518,0,0,0,0,0,0,0,0,,0,5730932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16063,3/31/2021 0:00:00,8373,14600000,0,282239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4959000,6855000,2786000,0,0,14600000,0,0,0,0,0,0,0,0,0,0,0,0,0,31573974,0,0,0,0,0,0,0,0,,0,35102990,0,0,0,0,0,0,0,0,0,0,0,4074,0,0,0
16065,3/31/2021 0:00:00,8374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31949864,0,0,0,0,0,0,0,0,,0,36393588,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0
16067,3/31/2021 0:00:00,8376,0,0,867976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11132,0,0,0,0,0,0,0,0,0,0,0,0,34539337,0,0,0,0,0,0,0,0,,0,38354679,0,0,0,0,0,0,0,0,0,0,0,23223,0,0,0
16085,3/31/2021 0:00:00,8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089352,0,0,0,0,0,0,0,0,,0,2773591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16090,3/31/2021 0:00:00,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4512410,0,0,0,0,0,0,0,0,,0,4952164,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0
16096,3/31/2021 0:00:00,8392,48114243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13114243,30000000,5000000,0,0,48114243,0,0,0,0,0,0,0,0,0,0,0,0,0,159026356,0,0,0,0,0,0,0,0,,0,196957707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16113,3/31/2021 0:00:00,8403,5424000,0,1047945,4718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490000,2985000,949000,0,0,5424000,420063,0,0,0,0,0,0,0,0,0,0,0,0,127954244,0,0,0,0,0,0,0,0,,0,141413116,0,0,0,0,0,0,0,0,0,0,0,26759,0,0,0
16126,3/31/2021 0:00:00,8412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305274,0,0,0,0,0,0,0,0,,0,517971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16168,3/31/2021 0:00:00,8439,58410688,0,5374791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21694087,20963757,10910507,4092337,750000,58410688,1423592,0,0,0,0,0,0,0,0,0,0,0,0,182953514,0,0,0,0,0,0,0,0,,0,194422691,0,0,0,0,0,0,0,0,0,0,0,78002,0,0,0
16171,3/31/2021 0:00:00,8441,0,0,41164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536452,0,0,0,0,0,0,0,0,,0,3876569,0,0,0,0,0,0,0,0,0,0,0,11315,0,0,0
16174,3/31/2021 0:00:00,8444,24576888,0,450379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7046000,10852625,6468000,210263,0,24576888,13826,0,0,0,0,0,0,0,0,0,0,0,0,82762878,0,0,0,0,0,0,0,0,,0,91387124,0,0,0,0,0,0,0,0,0,0,0,84643,0,0,0
16176,3/31/2021 0:00:00,8445,650000,0,463888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,400000,0,650000,18908,0,0,0,0,0,0,0,0,0,0,0,0,26114144,0,0,0,0,0,0,0,0,,0,28954490,0,0,0,0,0,0,0,0,0,0,0,1501,0,0,0
16178,3/31/2021 0:00:00,8446,0,0,286151,130117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280725,9727175,5422868,7828761,0,25259529,0,0,0,0,0,0,31912,108729,0,0,0,0,0,0,0,0,0,0,0,82472747,0,0,0,0,0,0,0,0,,0,90972121,0,0,0,0,0,0,0,0,0,0,0,248058,0,0,0
16190,3/31/2021 0:00:00,8452,2929000,0,230063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744000,745000,398000,0,0,1887000,1638000,1291000,0,0,0,2929000,31139,68269,0,0,0,0,0,0,0,0,0,0,0,20652063,0,0,0,0,0,0,0,0,,0,22785454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16196,3/31/2021 0:00:00,8457,0,0,30618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3942982,0,0,0,0,0,0,0,0,,0,4212374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16207,3/31/2021 0:00:00,8463,0,0,316749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49528,0,0,0,0,0,0,0,0,0,0,0,0,26053521,0,0,0,0,0,0,0,0,,0,28535461,0,0,0,0,0,0,0,0,0,0,0,30547,0,0,0
16209,3/31/2021 0:00:00,8465,0,0,59781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10407682,0,0,0,0,0,0,0,0,,0,11619363,0,0,0,0,0,0,0,0,0,0,0,2423,0,0,0
16213,3/31/2021 0:00:00,8468,5627253,0,957107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106796,0,5520457,0,0,5627253,135028,0,0,0,0,0,0,0,0,0,0,0,0,119185291,0,0,0,0,0,0,0,0,,0,133567284,0,0,0,0,0,0,0,0,0,0,0,290701,0,0,0
16218,3/31/2021 0:00:00,8471,1702,27465269,899670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3532819,7950494,10029047,6832237,1266992,29611589,1702,0,0,0,0,1702,415437,49053,0,0,0,0,0,0,0,0,0,0,0,188821839,0,0,0,0,0,0,0,0,,0,204149428,0,0,0,0,0,0,0,0,0,0,0,82492,0,0,0
16236,3/31/2021 0:00:00,8481,11149000,0,115928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594000,2609000,4206000,740000,0,11149000,0,0,0,0,0,0,0,0,0,0,0,0,0,28833452,0,0,0,0,0,0,0,0,,0,30717804,0,0,0,0,0,0,0,0,0,0,0,27908,0,0,0
16242,3/31/2021 0:00:00,8485,0,60520,133275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714648,0,0,0,0,0,0,0,0,,0,830344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16248,3/31/2021 0:00:00,8490,1488000,0,455922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,744000,496000,0,0,1488000,0,0,0,0,0,0,0,0,0,0,0,0,0,44021722,0,0,0,0,0,0,0,0,,0,48238435,0,0,0,0,0,0,0,0,0,0,0,63120,0,0,0
16256,3/31/2021 0:00:00,8495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977217,0,0,0,0,0,0,0,0,,0,1090673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16264,3/31/2021 0:00:00,8501,0,0,244957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15612557,0,0,0,0,0,0,0,0,,0,17432238,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0
16268,3/31/2021 0:00:00,8503,0,0,342715,0,0,0,0,1249855,0,0,0,0,1249855,0,0,0,0,0,0,0,0,1951532,0,0,1951532,0,0,0,0,0,0,456828,-33535,0,0,0,0,0,0,0,0,0,0,0,31831080,0,0,0,0,0,0,0,0,,0,35042824,0,0,0,0,0,0,0,0,0,0,0,27378,0,0,0
16271,3/31/2021 0:00:00,8505,0,0,191782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46003,0,0,0,0,0,0,0,0,0,0,0,0,14018273,0,0,0,0,0,0,0,0,,0,15490954,0,0,0,0,0,0,0,0,0,0,0,5824,0,0,0
16273,3/31/2021 0:00:00,8506,0,0,442165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121852,0,0,0,0,0,0,0,0,0,0,0,0,33921432,0,0,0,0,0,0,0,0,,0,35789106,0,0,0,0,0,0,0,0,0,0,0,87284,0,0,0
16278,3/31/2021 0:00:00,8508,350000,0,167770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,250000,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,4909738,0,0,0,0,0,0,0,0,,0,5171370,0,0,0,0,0,0,0,0,0,0,0,11522,0,0,0
16285,3/31/2021 0:00:00,8515,0,0,624,0,1,0,5238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737707,0,0,0,0,0,0,0,0,Fiscal Year 2019,0,821564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16327,3/31/2021 0:00:00,8539,0,0,143761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9606989,0,0,0,0,0,0,0,0,,0,12278441,0,0,0,0,0,0,0,0,0,0,0,7033,0,0,0
16351,3/31/2021 0:00:00,8554,0,0,634695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34043764,0,0,0,0,0,0,0,0,,0,42583225,0,0,0,0,0,0,0,0,0,0,0,88051,0,0,0
16360,3/31/2021 0:00:00,8559,75945261,31078906,1028399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926613,46017920,14837282,10113020,2050426,75945261,2932583,0,0,0,0,0,0,0,0,0,0,0,0,344597613,42,1968923,1968923,0,0,0,42,1968923,,0,395115808,0,0,0,0,0,0,0,0,0,0,0,27954,0,0,0
16364,3/31/2021 0:00:00,8563,0,0,211491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23878,0,0,0,0,0,0,0,0,0,0,0,0,11433264,0,0,0,0,0,0,0,0,,0,12909873,0,0,0,0,0,0,0,0,0,0,0,6842,0,0,0
