"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003"
47,6/30/2020 0:00:00,30,0,0,289374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394,0,0,0,0,0,0,0,0,0,0,0,0,41843499,0,0,0,0,0,0,0,0,,0,47536074,0,0,0,0,0,0,0,0,0,0,0
48,6/30/2020 0:00:00,31,3972478,0,523918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988000,1000000,248000,1736478,0,3972478,30128,0,0,0,0,0,0,0,0,0,0,0,0,49010915,0,0,0,0,0,0,0,0,,0,60423788,0,0,0,0,0,0,0,0,0,0,0
51,6/30/2020 0:00:00,32,460356840,501402912,21206900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225575636,314379882,179104421,15301912,30812822,765174673,243890315,178743756,36354263,0,1368506,460356840,13582747,10300737,-1347441,0,0,0,0,0,448238,0,0,0,0,4343288833,1099,60434651,60434651,0,0,0,1099,60434651,,0,4683181483,0,0,0,0,0,0,0,0,0,0,0
53,6/30/2020 0:00:00,33,857,0,638520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,857,101106,0,0,0,0,0,0,0,0,0,0,0,0,63899569,0,0,0,0,0,0,0,0,,0,66964047,0,0,0,0,0,0,0,0,0,0,0
60,6/30/2020 0:00:00,35,7500000,10640855,1426573,1512336,0,0,0,0,0,0,0,341429,341429,0,0,0,0,0,0,0,0,0,0,4761475,4761475,0,0,7500000,0,0,7500000,1432509,263113,0,0,0,0,0,0,0,0,0,0,0,316082866,0,0,0,0,0,0,146,2901122,,0,347635033,0,0,0,0,0,0,0,0,0,0,0
62,6/30/2020 0:00:00,36,0,0,594456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11930,0,0,0,0,0,0,0,0,0,0,0,0,29246283,0,0,0,0,0,0,0,0,,0,34344788,0,0,0,0,0,0,0,0,0,0,0
75,6/30/2020 0:00:00,40,643898,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,393898,0,643898,0,0,0,0,0,0,0,0,0,0,0,0,0,2009145,0,0,0,0,0,0,0,0,,0,2627580,0,0,0,0,0,0,0,0,0,0,0
77,6/30/2020 0:00:00,41,0,0,1910379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31281,2909143,2307266,79920,7875,5335485,0,0,0,0,0,0,1815649,-102693,0,0,0,0,0,0,0,0,0,0,0,170899735,0,0,0,0,0,0,61,947860,,0,179740770,0,0,0,0,0,0,0,0,0,0,0
79,6/30/2020 0:00:00,43,0,55405350,5570060,1549476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28149102,45898092,29472642,29862031,12875422,146257289,0,0,0,0,0,0,2131208,4021005,0,0,0,0,0,0,0,18459,0,0,0,672637518,328,8779456,8779456,0,0,0,328,8779456,,0,740513004,0,0,0,0,0,0,0,0,0,0,0
82,6/30/2020 0:00:00,46,0,24586664,965828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246220,908510,0,0,0,1154730,0,0,0,0,0,0,1377711,31715,0,0,0,0,0,0,0,0,0,0,0,264881665,0,0,0,0,0,0,103,3757291,,0,289441163,0,0,0,0,0,0,0,0,0,0,0
90,6/30/2020 0:00:00,49,0,0,6049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195,0,0,0,0,0,0,0,0,0,0,0,0,5289017,0,0,0,0,0,0,0,0,,0,10492073,0,0,0,0,0,0,0,0,0,0,0
98,6/30/2020 0:00:00,54,6010000,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720000,3290000,0,0,0,6010000,0,0,0,0,0,0,0,0,0,0,0,0,0,11560608,0,0,0,0,0,0,0,0,,0,13483149,0,0,0,0,0,0,0,0,0,0,0
107,6/30/2020 0:00:00,57,0,0,700640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55713584,0,0,0,0,0,0,0,0,,0,66127140,0,0,0,0,0,0,0,0,0,0,0
108,6/30/2020 0:00:00,58,1800000,0,793533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,500000,400000,250000,0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,32229785,0,0,0,0,0,0,0,0,,0,40504337,0,0,0,0,0,0,0,0,0,0,0
110,6/30/2020 0:00:00,59,0,0,34856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21942698,0,0,0,0,0,0,0,0,,0,25227659,0,0,0,0,0,0,0,0,0,0,0
112,6/30/2020 0:00:00,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7157801,0,0,0,0,0,0,0,0,,0,7860825,0,0,0,0,0,0,0,0,0,0,0
119,6/30/2020 0:00:00,62,0,222668,666024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12690958,36038439,27742919,24279902,129278,100881496,0,0,0,0,0,0,220933,2097439,0,0,0,0,0,0,0,-412,0,0,0,107103866,0,0,0,0,0,0,0,0,,0,130051430,0,0,0,0,0,0,0,0,0,0,0
120,6/30/2020 0:00:00,63,0,0,540948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103165272,0,0,0,0,0,0,0,0,,0,111585816,0,0,0,0,0,0,0,0,0,0,0
132,6/30/2020 0:00:00,69,0,0,3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972394,0,0,0,0,0,0,0,0,,0,1179931,0,0,0,0,0,0,0,0,0,0,0
135,6/30/2020 0:00:00,70,0,0,720369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524505,0,0,0,0,0,0,0,0,0,0,0,0,75529771,0,0,0,0,0,0,0,0,,0,82409231,0,0,0,0,0,0,0,0,0,0,0
138,6/30/2020 0:00:00,72,0,0,1208082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784829,3099823,565800,0,0,6450452,0,0,0,0,0,0,27122,154453,0,0,0,0,0,0,0,0,0,0,0,35368325,0,0,0,0,0,0,0,0,,0,38152371,0,0,0,0,0,0,0,0,0,0,0
146,6/30/2020 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,4922510,0,0,0,0,0,0,0,0,,0,5384269,0,0,0,0,0,0,0,0,0,0,0
147,6/30/2020 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350158,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1486506,0,0,0,0,0,0,0,0,0,0,0
150,6/30/2020 0:00:00,77,18228527,52278284,4749170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66033471,4557892,4064565,4023690,17936,78697554,14605658,1090334,2532535,0,0,18228527,642374,-169550,0,0,0,0,0,0,0,-69761,0,0,0,399773566,0,0,0,0,0,0,0,0,,0,435731538,0,0,0,0,0,0,0,0,0,0,0
151,6/30/2020 0:00:00,78,0,80979650,5366848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14431990,25080319,29787025,22492199,34806760,126598293,0,0,0,0,0,0,1822730,1571867,0,0,0,0,0,0,0,0,0,0,0,755820257,0,0,0,0,0,0,0,0,,0,851102077,0,0,0,0,0,0,0,0,0,0,0
153,6/30/2020 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5451,0,0,0,0,0,0,0,0,0,0,0,0,379120,0,0,0,0,0,0,0,0,,0,505111,0,0,0,0,0,0,0,0,0,0,0
159,6/30/2020 0:00:00,83,0,8169267,10402888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55645423,28676311,36639246,72105386,25471053,218537419,0,0,0,0,0,0,9268067,11268066,-3147989,0,0,0,0,0,501289,1050800,0,0,0,1439031127,550,37188643,37188643,0,0,0,550,37188643,,0,1630204429,0,0,0,0,0,0,0,0,0,0,0
162,6/30/2020 0:00:00,85,9200018,15404133,745143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,4650000,2100000,1950018,9200018,413245,0,0,0,0,0,0,0,0,0,0,0,0,166102333,0,0,0,0,0,0,0,0,,0,180059911,0,0,0,0,0,0,0,0,0,0,0
167,6/30/2020 0:00:00,87,0,0,7206120,1799442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4038800,3037200,752753,0,0,7828753,0,0,0,0,0,0,497646,72682,0,0,0,0,0,0,0,0,0,0,0,371192711,101,2773701,2773701,0,0,0,101,2773701,,0,412955935,0,0,0,0,0,0,0,0,0,0,0
168,6/30/2020 0:00:00,88,0,0,487858,392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19547,0,0,0,0,0,0,0,0,0,0,0,0,34881579,0,0,0,0,0,0,0,0,,0,37670753,0,0,0,0,0,0,0,0,0,0,0
169,6/30/2020 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441226,0,0,0,0,0,0,0,0,,0,2174626,0,0,0,0,0,0,0,0,0,0,0
174,6/30/2020 0:00:00,91,13104232,0,6163264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252456,1951181,1198921,0,0,3402558,312684,5841753,5736514,1213281,0,13104232,2482457,265580,0,0,0,0,0,0,0,0,0,0,0,298507269,79,1220261,1220261,0,0,0,79,1220261,,0,333776084,0,0,0,0,0,0,0,0,0,0,0
176,6/30/2020 0:00:00,92,0,120989580,7283676,1288696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185060803,234992092,299951644,112554960,56900,832616399,0,0,0,0,0,0,484205,16514892,0,0,0,0,0,0,0,0,0,0,0,1112636886,0,0,0,59,185269,176853,0,0,,0,1357862224,0,0,0,0,0,0,0,0,0,0,0
177,6/30/2020 0:00:00,93,0,35653492,2634558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37178159,77065906,40907431,0,0,155151496,0,0,0,0,0,0,648344,2503906,0,0,0,0,0,0,0,0,0,0,0,434775355,0,0,0,0,0,0,0,0,,0,485360271,0,0,0,0,0,0,0,0,0,0,0
181,6/30/2020 0:00:00,96,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966434,0,0,0,0,0,0,0,0,,0,2360053,0,0,0,0,0,0,0,0,0,0,0
187,6/30/2020 0:00:00,100,494000,0,397329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494000,0,0,0,494000,70273,0,0,0,0,0,0,0,0,0,0,0,0,22045831,0,0,0,0,0,0,0,0,,0,22854534,0,0,0,0,0,0,0,0,0,0,0
195,6/30/2020 0:00:00,104,0,0,185341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11071619,0,0,0,0,0,0,0,0,,0,12009514,0,0,0,0,0,0,0,0,0,0,0
196,6/30/2020 0:00:00,105,0,3810049,27807112,11434388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90714508,31623128,57583403,31269486,0,211190525,0,0,0,0,0,0,12953712,6379747,0,0,0,0,0,0,0,0,0,0,0,2228510270,10,642493,461738,0,0,0,6,280982,,0,2423547503,0,0,0,0,0,0,0,0,0,0,0
198,6/30/2020 0:00:00,107,0,0,67292,0,0,0,0,3238220,0,0,0,0,3238220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9401,0,0,0,0,0,0,0,0,0,0,36998147,0,0,0,0,0,0,0,0,,0,50253179,0,0,0,0,0,0,0,0,0,0,0
199,6/30/2020 0:00:00,108,222,35053649,2035156,614626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467371,9386500,12403530,3103429,1537868,27898698,222,0,0,0,0,222,0,679443,0,0,0,0,0,0,0,0,0,0,0,179747062,0,0,0,0,0,0,0,0,,0,203693460,0,0,0,0,0,0,0,0,0,0,0
200,6/30/2020 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7310916,0,0,0,0,0,0,0,0,,0,9830510,0,0,0,0,0,0,0,0,0,0,0
205,6/30/2020 0:00:00,112,4346119,3876657,668413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701603,2155647,3501992,0,0,6359242,600000,2344311,1401808,0,0,4346119,339848,152008,0,0,0,0,0,0,79455,0,0,0,0,129100010,0,0,0,0,0,0,0,0,,0,148021949,0,0,0,0,0,0,0,0,0,0,0
216,6/30/2020 0:00:00,116,0,4138818,784002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22827,0,0,0,0,0,0,0,0,0,0,0,0,75683472,0,0,0,0,0,0,0,0,,0,82194905,0,0,0,0,0,0,0,0,0,0,0
220,6/30/2020 0:00:00,117,42,5961574,148976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,27265567,0,0,0,0,0,0,0,0,,0,33931890,0,0,0,0,0,0,0,0,0,0,0
224,6/30/2020 0:00:00,119,4458000,0,5304253,301309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873007,2816282,1719341,0,0,5408630,740000,3718000,0,0,0,4458000,35520,87831,0,0,0,0,0,0,0,0,0,0,0,122461539,0,0,0,0,0,0,0,0,,0,143062901,0,0,0,0,0,0,0,0,0,0,0
227,6/30/2020 0:00:00,121,0,450889105,17718591,11382330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437939126,656523430,564972348,290325274,0,1949760178,0,0,0,0,0,0,125520415,40838623,0,0,0,0,0,0,0,351366,0,0,0,23235916364,0,0,0,0,0,0,0,0,,0,25924894704,0,0,0,0,0,0,0,0,0,0,0
233,6/30/2020 0:00:00,124,0,13847837,2671570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3292897,4750628,8147320,4373643,0,20564488,0,0,0,0,0,0,95750,277369,0,0,0,0,0,0,110750,0,0,0,0,168154134,0,0,0,0,0,0,0,0,,0,186113413,0,0,0,0,0,0,0,0,0,0,0
234,6/30/2020 0:00:00,125,7461000,0,158940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238000,3729000,1494000,0,0,7461000,0,0,0,0,0,0,0,0,0,0,0,0,0,70020603,0,0,0,0,0,0,0,0,,0,83986607,0,0,0,0,0,0,0,0,0,0,0
240,6/30/2020 0:00:00,128,1175396,0,194141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32419,1142977,0,0,0,1175396,42528,0,0,0,0,0,0,0,0,0,0,0,0,61734255,0,0,0,0,0,0,0,0,,0,74487741,0,0,0,0,0,0,0,0,0,0,0
242,6/30/2020 0:00:00,129,0,0,2307250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337382,3302882,1126484,577076,0,7343824,0,0,0,0,0,0,657158,152417,0,0,0,0,0,0,0,0,0,0,0,91990751,0,0,0,0,0,0,0,0,,0,111331061,0,0,0,0,0,0,0,0,0,0,0
256,6/30/2020 0:00:00,136,0,15916058,2540681,426531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34507500,1872724,4161520,26280768,3351782,70174294,0,0,0,0,0,0,324184,1422649,0,0,0,0,0,0,0,207067,0,0,0,234431411,0,0,0,0,0,0,0,0,,0,258059057,0,0,0,0,0,0,0,0,0,0,0
258,6/30/2020 0:00:00,137,52063094,23502528,1119232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18628,0,0,0,0,18628,12803084,14235627,23731179,1293204,0,52063094,13138,-251,0,0,0,0,0,0,0,0,0,0,0,249413346,0,0,0,0,0,0,0,0,,0,290278005,0,0,0,0,0,0,0,0,0,0,0
262,6/30/2020 0:00:00,139,0,0,882952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4593343,13824217,8186100,500165,0,27103825,0,0,0,0,0,0,0,591390,0,0,0,0,0,0,0,102184,0,0,0,66047281,0,0,0,0,0,0,2,97929,,0,72237781,0,0,0,0,0,0,0,0,0,0,0
264,6/30/2020 0:00:00,141,1488000,0,778469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3397744,4828022,8466592,4010663,2044375,22747396,248000,1240000,0,0,0,1488000,0,95012,0,0,0,0,0,0,0,0,0,0,0,96874763,0,0,0,0,0,0,0,0,,0,110120634,0,0,0,0,0,0,0,0,0,0,0
266,6/30/2020 0:00:00,143,55958244,1080848,1258975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5773223,40962082,9222939,0,0,55958244,914,0,0,0,0,0,0,0,0,0,0,0,0,232713276,0,0,0,0,0,0,0,0,,0,276574854,0,0,0,0,0,0,0,0,0,0,0
274,6/30/2020 0:00:00,149,0,0,1613555,699331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420898,0,0,0,0,0,0,0,0,0,0,0,0,137855322,27,379508,379508,0,0,0,27,379508,,0,156484046,0,0,0,0,0,0,0,0,0,0,0
275,6/30/2020 0:00:00,150,2580000,0,390877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744000,1836000,0,0,0,2580000,120520,0,0,0,0,0,0,0,0,0,0,0,0,23192679,0,0,0,0,0,0,0,0,,0,26238689,0,0,0,0,0,0,0,0,0,0,0
276,6/30/2020 0:00:00,151,0,0,197149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17125661,0,0,0,0,0,0,0,0,,0,19265539,0,0,0,0,0,0,0,0,0,0,0
277,6/30/2020 0:00:00,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150578,352604,933640,392055,0,1828877,0,0,0,0,0,0,0,-1835,0,0,0,0,0,0,0,0,0,0,0,1768010,0,0,0,0,0,0,0,0,,0,2897069,0,0,0,0,0,0,0,0,0,0,0
287,6/30/2020 0:00:00,154,5599000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3384000,1735000,480000,0,0,5599000,592,0,0,0,0,0,0,0,0,0,0,0,0,13303301,0,0,0,0,0,0,0,0,,0,14709188,0,0,0,0,0,0,0,0,0,0,0
288,6/30/2020 0:00:00,155,0,0,127090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018,0,0,0,0,0,0,0,0,0,0,0,0,10618528,0,0,0,0,0,0,0,0,,0,12008823,0,0,0,0,0,0,0,0,0,0,0
294,6/30/2020 0:00:00,160,0,18018008,3521149,307921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313432,214295,5388435,1995337,0,11911499,0,0,0,0,0,0,1393959,33962,0,0,0,0,0,0,0,0,0,0,0,307254219,101,1777768,1777768,0,0,0,101,1777768,,0,335421614,0,0,0,0,0,0,0,0,0,0,0
303,6/30/2020 0:00:00,166,0,0,1155370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156142,5581196,0,0,5737338,0,0,0,0,0,0,114714,127640,0,0,0,0,0,0,0,0,0,0,0,91198928,0,0,0,0,0,0,0,0,,0,99091477,0,0,0,0,0,0,0,0,0,0,0
306,6/30/2020 0:00:00,168,21575167,0,2391138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11694141,6692578,3188448,0,0,21575167,35493,0,0,0,0,0,0,0,0,0,0,0,0,80841623,0,0,0,0,0,0,0,0,,0,87184202,0,0,0,0,0,0,0,0,0,0,0
319,6/30/2020 0:00:00,173,0,25380281,1392357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200697,8732868,3172035,3269452,0,26375052,0,0,0,0,0,0,729981,161087,0,0,0,0,0,0,0,0,0,0,0,223909732,0,0,0,0,0,0,0,0,,0,243400423,0,0,0,0,0,0,0,0,0,0,0
320,6/30/2020 0:00:00,174,9730266,11053680,771687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7231341,2001573,497352,0,0,9730266,125127,0,0,0,0,0,0,0,0,0,0,0,0,100372860,0,0,0,0,0,0,0,0,,0,109695464,0,0,0,0,0,0,0,0,0,0,0
