"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_NW0001","ACCT_NW0002","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003"
20042,3/31/2020 0:00:00,10641,0,93740959,9951493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42087854,40548168,38507103,26370289,4186427,151699841,0,0,0,0,0,0,12902745,1896044,0,0,0,0,0,0,0,0,0,1166979504,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20053,3/31/2020 0:00:00,10650,0,0,2162580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104493788,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20060,3/31/2020 0:00:00,10656,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175860,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20061,3/31/2020 0:00:00,10657,0,16099539,198555,307908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10961398,8519782,19467772,0,0,38948952,0,0,0,0,0,0,388677,145638,0,0,0,0,0,0,0,0,0,281705392,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20063,3/31/2020 0:00:00,10659,1300000,0,220550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,900000,100000,0,0,1300000,38933,0,0,0,0,0,0,0,0,0,0,19995204,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20068,3/31/2020 0:00:00,10664,3265,89493031,4557873,5352,0,0,0,42688596,0,0,0,0,42688596,0,0,0,0,0,0,11407159,3441548,454303,0,0,15303010,3265,0,0,0,0,3265,3909643,0,-336164,0,0,0,0,0,0,-39526,0,808606947,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20114,3/31/2020 0:00:00,10689,0,0,42906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153199,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20147,3/31/2020 0:00:00,10715,0,0,155480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4935831,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20157,3/31/2020 0:00:00,10723,0,0,0,0,0,0,0,189160,0,0,0,0,189160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,0,0,0,0,0,0,0,0,232278,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20174,3/31/2020 0:00:00,10734,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6392411,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20186,3/31/2020 0:00:00,10744,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39743236,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20194,3/31/2020 0:00:00,10748,0,21670030,5304502,1758698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530664,0,970886,0,0,1501550,0,0,0,0,0,0,595767,10368,0,0,0,0,0,0,0,0,0,386938298,1,8423,4211,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20204,3/31/2020 0:00:00,10752,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6370948,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20207,3/31/2020 0:00:00,10755,24489550,0,262769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6529000,12434000,5526550,0,0,24489550,0,0,0,0,0,0,0,0,0,0,0,49325502,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20222,3/31/2020 0:00:00,10764,2886000,0,73007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497000,1389000,0,0,0,2886000,0,0,0,0,0,0,0,0,0,0,0,13291525,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20228,3/31/2020 0:00:00,10769,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598874,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20258,3/31/2020 0:00:00,10787,69763,56318722,4645664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10077113,13422084,2372107,0,0,25871304,69763,0,0,0,0,69763,824588,151745,0,0,0,0,0,0,0,0,0,440291898,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20267,3/31/2020 0:00:00,10793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4859323,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20279,3/31/2020 0:00:00,10799,1539000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449000,625000,465000,0,0,1539000,0,0,0,0,0,0,0,0,0,0,0,7324948,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20290,3/31/2020 0:00:00,10806,0,0,582363,86259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298320,2041054,1996832,4772961,2284149,11393316,0,0,0,0,0,0,51606,200843,0,0,0,0,0,0,0,0,0,27661979,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20292,3/31/2020 0:00:00,10808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145029,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20302,3/31/2020 0:00:00,10813,299000,0,317454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299000,0,0,0,299000,0,0,0,0,0,0,0,0,0,0,0,25927004,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20303,3/31/2020 0:00:00,10814,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3620484,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20324,3/31/2020 0:00:00,10829,0,0,390615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19363339,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20336,3/31/2020 0:00:00,10838,0,0,6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9187369,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20341,3/31/2020 0:00:00,10840,62794381,0,5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,4983354,3574783,478277,9186414,9540543,12071448,36415334,3399395,1367661,62794381,0,0,0,0,0,0,0,0,0,124305,0,83805368,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20354,3/31/2020 0:00:00,10848,0,0,83563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5906520,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20382,3/31/2020 0:00:00,10867,8250000,496379,365756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250342,250388,500502,0,1001232,1750000,500000,2500000,3500000,0,8250000,0,1233,0,0,0,0,0,0,0,0,0,75074933,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20391,3/31/2020 0:00:00,10873,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107877,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20392,3/31/2020 0:00:00,10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4889290,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20394,3/31/2020 0:00:00,10876,0,0,788247,153387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501797,0,0,0,0,0,0,0,0,0,0,107930143,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20410,3/31/2020 0:00:00,10884,0,0,21797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16674967,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20415,3/31/2020 0:00:00,10888,0,0,34729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752059,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20417,3/31/2020 0:00:00,10889,14050000,0,839856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3867000,7259000,2924000,0,0,14050000,0,0,0,0,0,0,0,0,0,0,0,38417621,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20419,3/31/2020 0:00:00,10891,0,107645,28227,5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075773,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20438,3/31/2020 0:00:00,10906,0,0,689591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11659908,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20448,3/31/2020 0:00:00,10913,0,50564092,1368872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12475932,3513829,5086825,26147,0,21102733,0,0,0,0,0,0,0,-281721,0,0,0,0,0,0,0,13984,0,419817859,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20463,3/31/2020 0:00:00,10923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717722,437791,296648,640453,3945011,8037625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811947,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20468,3/31/2020 0:00:00,10926,0,0,1642549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681421,5250154,13096165,2344921,0,22372661,0,0,0,0,0,0,0,466225,0,0,0,0,0,0,0,4216,0,62345485,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20469,3/31/2020 0:00:00,10927,200000,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,7050403,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20496,3/31/2020 0:00:00,10945,37352875,18268334,3400841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18989477,15385398,2978000,0,0,37352875,0,0,0,0,0,0,0,0,0,0,0,189927908,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20503,3/31/2020 0:00:00,10950,0,0,520944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15795723,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20509,3/31/2020 0:00:00,10955,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17892116,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20512,3/31/2020 0:00:00,10957,0,0,178418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40942551,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20513,3/31/2020 0:00:00,10958,0,0,11027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3831540,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20516,3/31/2020 0:00:00,10960,3366362,3174,929528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16364227,2937555,1261796,0,0,20563578,2833947,0,110692,296964,124759,3366362,0,-445718,0,0,0,0,0,0,0,0,0,85816193,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20529,3/31/2020 0:00:00,10969,0,0,17010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776802,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20543,3/31/2020 0:00:00,10978,0,0,26011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14380419,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20547,3/31/2020 0:00:00,10981,1425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,600000,525000,0,0,1425000,1805,0,0,0,0,0,0,0,0,0,0,2434923,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20550,3/31/2020 0:00:00,10983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637514,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20557,3/31/2020 0:00:00,10988,0,0,34811,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9043195,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20558,3/31/2020 0:00:00,10989,0,401450,799092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139069656,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20567,3/31/2020 0:00:00,10996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3166402,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20570,3/31/2020 0:00:00,10999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4657530,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20575,3/31/2020 0:00:00,11004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476861,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20581,3/31/2020 0:00:00,11007,0,0,55094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7373705,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20585,3/31/2020 0:00:00,11010,0,0,0,50,1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526686,0,0,0,0,0,0,Fiscal Year 2021,0,0,0,0,0,0,0,0,0,0,0,0
20591,3/31/2020 0:00:00,11014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319174,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20595,3/31/2020 0:00:00,11017,0,0,100559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4854969,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20600,3/31/2020 0:00:00,11021,2179902,0,1582252,775425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268399,1911503,0,0,0,2179902,956508,0,0,0,0,0,0,0,0,0,0,203035035,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20610,3/31/2020 0:00:00,11030,0,0,25115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8789749,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20613,3/31/2020 0:00:00,11033,0,0,1750445,-265335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428841,886637,2045039,1491933,1290733,7143183,0,0,0,0,0,0,0,124953,0,0,0,0,0,0,0,0,0,76272625,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20622,3/31/2020 0:00:00,11041,0,0,334235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8311007,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20623,3/31/2020 0:00:00,11042,22000368,0,6899204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46920254,45843325,4615125,0,0,97378704,6750368,15250000,0,0,0,22000368,230024,1574900,0,0,0,0,0,0,0,0,0,427076760,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20629,3/31/2020 0:00:00,11046,0,0,363908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486893,5740228,4030949,1251105,686018,13195193,0,0,0,0,0,0,0,110672,0,0,0,0,0,0,0,2473,0,16748308,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20641,3/31/2020 0:00:00,11056,102300,0,1167284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102300,0,0,0,102300,0,0,0,0,0,0,0,0,0,0,0,61511136,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20655,3/31/2020 0:00:00,11065,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092349,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20656,3/31/2020 0:00:00,11066,199753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163208,0,0,163208,0,199753,0,0,0,199753,0,14678,0,0,0,0,0,0,0,0,0,2237889,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20661,3/31/2020 0:00:00,11070,1743000,0,49229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743000,0,0,0,0,1743000,0,0,0,0,0,0,0,0,0,0,0,46032635,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20662,3/31/2020 0:00:00,11071,0,0,284554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12107276,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20684,3/31/2020 0:00:00,11084,0,0,404455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43426798,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20691,3/31/2020 0:00:00,11090,3600000,0,476832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,1700000,800000,0,0,3600000,0,0,0,0,0,0,0,0,0,0,0,18943823,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20707,3/31/2020 0:00:00,11100,0,0,628803,50283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89517,0,0,0,0,0,0,0,0,0,0,12153707,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20719,3/31/2020 0:00:00,11106,2498000,0,337838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33243,0,0,0,0,33243,1000000,1248000,250000,0,0,2498000,82790,1032,0,0,0,0,0,0,0,0,0,8654843,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20720,3/31/2020 0:00:00,11107,0,273704,11937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6852850,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20727,3/31/2020 0:00:00,11112,0,0,2402191,816618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131021030,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20749,3/31/2020 0:00:00,11123,0,3819105,1840814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342988,0,0,0,0,0,0,0,0,0,0,68717100,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20773,3/31/2020 0:00:00,11138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9633048,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20793,3/31/2020 0:00:00,11152,3921515,0,3693948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8699,1754374,2158442,0,0,3921515,0,0,0,0,0,0,0,0,0,0,0,27612083,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20799,3/31/2020 0:00:00,11157,0,0,250496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4902516,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20805,3/31/2020 0:00:00,11163,0,0,307211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32693,0,0,0,0,0,0,0,0,0,0,29936257,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20823,3/31/2020 0:00:00,11174,13117000,0,426027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3672000,7657000,1788000,0,0,13117000,0,0,0,0,0,0,0,0,0,0,0,33272583,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20824,3/31/2020 0:00:00,11175,0,0,913095,20089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18486556,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20839,3/31/2020 0:00:00,11183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224158,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20842,3/31/2020 0:00:00,11185,0,0,473180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25650856,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20857,3/31/2020 0:00:00,11195,0,0,19126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15819390,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20861,3/31/2020 0:00:00,11198,7710799,0,2304394,191047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115494,0,332508,0,0,448002,2007799,4458000,1245000,0,0,7710799,0,3896,0,0,0,0,0,0,0,0,0,112112763,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20874,3/31/2020 0:00:00,11206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967959,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
20885,3/31/2020 0:00:00,11215,0,0,29460,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14682,0,0,0,0,0,0,0,0,0,0,25525992,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
